SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X4224.7	3034	0.0118172833803196	0.0327884221619577	0.718565719529801	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ	O60506	10492	SYNCRIP
X4230.1	3054	0.0483480835090892	0.0293741676573874	0.0998803380290929	Eukaryotic translation initiation factor 4 gamma 2	IF4G2	P78344	1982	EIF4G2
X4232.19	3072	0.0110291403107237	0.0322265573671933	0.732195733905245	Insulin-like growth factor 1 receptor	IGF-I sR	P08069	3480	IGF1R
X4234.8	3088	-0.0278457872120966	0.0321208861843471	0.386061605501428	Interleukin-1 receptor-like 1	IL-1 R4	Q01638	9173	IL1RL1
X4237.70	3053	-0.015633984620769	0.0325540179760063	0.631086210763878	Leucine carboxyl methyltransferase 1	LCMT1	Q9UIC8	51451	LCMT1
X4238.4	2883	0.043167821315025	0.0333825518868513	0.196072471633125	Protein lin-7 homolog B	LIN7B	Q9HAP6	64130	LIN7B
X4240.31	3058	0.0303589914951287	0.0326729088423632	0.352870271972668	Pyruvate kinase PKM	M2-PK	P14618	5315	PKM
X4245.80	2893	0.0266745577453446	0.0343498905902743	0.437485901964766	E3 ubiquitin-protein ligase Mdm2	MDM2	Q00987	4193	MDM2
X4246.40	3063	0.00488992817463703	0.0328511307697481	0.881681000651312	Neural cell adhesion molecule L1	NCAM-L1	P32004	3897	L1CAM
X4250.23	3053	0.0222489018315771	0.0313500067405153	0.477948880077651	NSFL1 cofactor p47	NSF1C	Q9UNZ2	55968	NSFL1C
X4254.6	3032	0.0497556700069139	0.0314557931080476	0.113808659752809	NudC domain-containing protein 3	NUDC3	Q8IVD9	23386	NUDCD3
X4258.15	2926	0.0494633891287421	0.0318703643894429	0.120767185922357	Proliferation-associated protein 2G4	PA2G4	Q9UQ80	5036	PA2G4
X4261.55	3053	-0.000694832471640507	0.0332004644142959	0.983304156838595	Serum paraoxonase/arylesterase 1	paraoxonase 1	P27169	5444	PON1
X4267.81	3041	-0.00732998345111523	0.032818240679112	0.823277579811593	Pescadillo homolog	PESC	O00541	23481	PES1
X4271.75	3022	-0.00054683088191012	0.0332116459532481	0.986864495611086	Prefoldin subunit 5	PFD5	Q99471	5204	PFDN5
X4272.46	3068	0.0292182451909221	0.0291237173089021	0.315822263217722	Glucose-6-phosphate isomerase	PHI	P06744	2821	GPI
X4276.10	3066	0.0364672686404713	0.0305661628796713	0.232939133512171	Phosphatidylethanolamine-binding protein 1	prostatic binding protein	P30086	5037	PEBP1
X4278.14	3058	0.0574728530909838	0.0329325448142646	0.0810569778949508	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	5034	P4HB
X4280.47	3044	0.0286509856619998	0.0318000414451472	0.367674593002326	Proteasome subunit alpha type-2	PSA2	P25787	5683	PSMA2
X4282.3	2921	0.0301064492858712	0.0326289695796935	0.356245423897191	GTP-binding nuclear protein Ran	RAN	P62826	5901	RAN
X4284.18	3060	-0.0295687639642855	0.0319704440713878	0.355103012551309	RNA-binding protein 39	RBM39	Q14498	9584	RBM39
X4292.5	3033	0.0191190544620604	0.0295510925350808	0.517692428246948	Alpha-soluble NSF attachment protein	SNAA	P54920	8775	NAPA
X4294.16	3025	0.0764712484980807	0.0333628795254254	0.0219686469611893	Sphingosine kinase 1	Sphingosine kinase 1	Q9NYA1	8877	SPHK1
X4301.58	3027	0.0403662547997428	0.032903661044145	0.219993705874045	Thymidine kinase, cytosolic	Thymidine kinase	P04183	7083	TK1
X4304.18	3039	0.0446260135986459	0.0334958301218065	0.182867299321466	Ligand-dependent nuclear receptor corepressor-like protein	transcription factor MLR1, isoform CRA_b	Q8N3X6	254251	LCORL
X4306.4	3057	0.0108912897912148	0.0323660476865514	0.736514519781697	Transketolase	Transketolase	P29401	7086	TKT
X4309.59	3067	0.00533087424939299	0.0325699958246163	0.869998376259257	Triosephosphate isomerase	Triosephosphate isomerase	P60174	7167	TPI1
X4314.12	3052	0.0332891745933636	0.0298610070354904	0.265023063487862	dCTP pyrophosphatase 1	XTP3A	Q9H773	79077	DCTPP1
X4318.12	3046	-0.0137082016028991	0.0325920892834304	0.674077877238302	Tyrosine-protein phosphatase non-receptor type 6	PTP-1C	P29350	5777	PTPN6
X4322.28	3029	0.0449186363148214	0.0331756310613289	0.175849697400383	Protein amnionless	AMNLS	Q9BXJ7	81693	AMN
X4328.2	3039	-0.0143606760889306	0.0317712946777744	0.651300429914436	Brother of CDO	BOC	Q9BWV1	91653	BOC
X4330.4	2844	-0.0173786882260275	0.0333744582889698	0.602604069214528	Prostate-specific antigen	PSA	P07288	354	KLK3
X4332.6	3012	0.0257776095061881	0.0335078339229922	0.441775624513584	C-type lectin domain family 1 member B	CLC1B	Q9P126	51266	CLEC1B
X4336.2	2747	-0.00416250238371269	0.0350543746814566	0.90548682832357	Serum amyloid A-1 protein	SAA	P0DJI8	6288	SAA1
X4337.49	3068	0.0650474235194133	0.0326559494203566	0.0464713362101216	C-reactive protein	CRP	P02741	1401	CRP
X4342.10	3072	0.0166617028174487	0.0321903549746304	0.604775582812022	Intercellular adhesion molecule 1	sICAM-1	P05362	3383	ICAM1
X4355.13	2833	-0.0495468342008722	0.0337365012072494	0.142042235185894	Death-associated protein kinase 2	DAPK2	Q9UIK4	23604	DAPK2
X4359.87	2826	-0.0351566855137373	0.0334125092257293	0.292798162400254	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	O43781	8444	DYRK3
X4374.45	3082	0.0522206881443393	0.024099454980983	0.0303209882492081	Growth/differentiation factor 15	MIC-1	Q99988	9518	GDF15
X4383.97	2876	-0.0604236715831106	0.033625608129013	0.0724489461414352	Inhibin beta A chain:Inhibin beta B chain heterodimer	Activin AB	P08476|P09529	3624|3625	INHBA|INHBB
X4389.2	2914	-0.0312854041404525	0.0322209012324711	0.331646620213626	Desert hedgehog protein N-product	DHH	O43323	50846	DHH
X4392.54	3057	0.0120616560294307	0.0325373561300766	0.710885616047622	Fibroblast growth factor 12	FGF-12	P61328	2257	FGF12
X4393.3	3043	-0.063712938939412	0.0324459611579636	0.0496610536150135	Fibroblast growth factor 16	FGF-16	O43320	8823	FGF16
X4394.71	3027	0.013812348813666	0.03334999998395	0.678784114417342	Fibroblast growth factor 8 isoform A	FGF-8A	P55075	2253	FGF8
X4396.54	3040	-0.0883690508153301	0.0332282402719398	0.00786819434069154	Interferon lambda-1	IFN-lambda 1	Q8IU54	282618	IFNL1
X4397.26	3042	-0.0253870995796986	0.0331641510477737	0.444034926462417	Interferon lambda-2	IFN-lambda 2	Q8IZJ0	282616	IFNL2
X4407.10	2787	-0.0190143651356431	0.0340428245363002	0.576519349849221	Hepatocyte growth factor-like protein	MSP	P26927	4485	MST1
X4413.3	3076	0.0156920556499699	0.0278460810610278	0.573116681190693	Antileukoproteinase	SLPI	P03973	6590	SLPI
X4420.7	3039	0.00437823590435915	0.0315824584905444	0.889752827146608	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12	O43184	8038	ADAM12
X4423.77	3043	0.0929893798011269	0.0331086872711214	0.00500767266808945	Bcl-2-like protein 1	BCL2-like 1 protein	Q07817	598	BCL2L1
X4428.1	2886	-0.00516396858192475	0.0327688164608892	0.874792692128057	Carbohydrate sulfotransferase 2	CHST2	Q9Y4C5	9435	CHST2
X4429.51	3070	-0.0482507243981163	0.0309747308176477	0.119397927397771	Carbohydrate sulfotransferase 6	CHST6	Q9GZX3	4166	CHST6
X4435.66	3011	0.0181860529111248	0.0330385389392686	0.582052259100795	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7	ENPP7	Q6UWV6	339221	ENPP7
X4436.1	3049	-0.0513606741282662	0.0315705194597125	0.103872213214573	Ectonucleoside triphosphate diphosphohydrolase 3	ENTP3	O75355	956	ENTPD3
X4437.56	3047	0.0537656563808734	0.0307941614965359	0.0809181607242967	Ectonucleoside triphosphate diphosphohydrolase 5	ENTP5	O75356	957	ENTPD5
X4440.15	3032	0.0366886327006478	0.0334998408981213	0.273522080556442	Fc receptor-like protein 3	FCRL3	Q96P31	115352	FCRL3
X4450.26	2806	0.0283932242240398	0.0301520372930685	0.346444345296401	Heterogeneous nuclear ribonucleoprotein A/B	hnRNP A/B	Q99729	3182	HNRNPAB
X4452.9	2880	0.014126054525873	0.0343664283308133	0.681072458448889	Leucine-rich repeat transmembrane neuronal protein 1	LRRT1	Q86UE6	347730	LRRTM1
X4453.83	3046	0.0138664975286152	0.0327968162174751	0.672471268796398	Leucine-rich repeat transmembrane neuronal protein 3	LRRT3	Q86VH5	347731	LRRTM3
X4455.89	3060	-0.0425581422007172	0.0308162805042869	0.167372302688946	Lactadherin	MFGM	Q08431	4240	MFGE8
X4459.68	3080	-0.0229251330911756	0.0326203335888509	0.482242424270309	Proprotein convertase subtilisin/kexin type 7	PCSK7	Q16549	9159	PCSK7
X4460.8	3056	-0.0319225925564975	0.0319612835519118	0.317976615020049	3-phosphoinositide-dependent protein kinase 1	PDPK1	O15530	5170	PDPK1
X4464.10	3035	0.0186312358657434	0.033004326745198	0.572450012368861	Sialoadhesin	Sialoadhesin	Q9BZZ2	6614	SIGLEC1
X4467.49	3050	0.0199639272242484	0.0320899030704628	0.533906749292677	SPARC-like protein 1	SPARCL1	Q14515	8404	SPARCL1
X4468.21	3045	0.0304998818015067	0.0333619189463863	0.360678373444602	Sphingosine kinase 2	SPHK2	Q9NRA0	56848	SPHK2
X4469.78	3050	0.0107085829656374	0.0287945134597808	0.709995911721623	Carbohydrate sulfotransferase 15	ST4S6	Q7LFX5	51363	CHST15
X4472.5	3017	0.0361172646669721	0.0328413442976704	0.271529796685952	Tropomyosin beta chain	Tropomyosin 2	P07951	7169	TPM2
X4474.19	3050	-0.00452279291954656	0.0320882153235424	0.887919858864024	Ubiquitin	Ubiquitin	P62979	6233	RPS27A
X4479.14	3067	0.0500702876748364	0.0285712376058969	0.0797936898179751	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	P05155	710	SERPING1
X4480.59	3052	-0.000741451056153034	0.0293127689654229	0.979821753241662	Complement C3b	C3b	P01024	718	C3
X4481.34	3057	0.0176134579289374	0.0318734536557253	0.580574143441229	Complement C4	C4	P0C0L4|P0C0L5	720|100293534	C4A|C4B
X4482.66	3064	0.0599408261170331	0.0314721906399716	0.0569312140309862	Complement C5b-C6 complex	C5b, 6 Complex	P01031|P13671	727|729	C5|C6
X4487.1	3040	-0.0494013352507938	0.0328512182631006	0.132740413928255	Fibroblast growth factor 7	FGF7	P21781	2252	FGF7
X4491.4	2877	0.0727786079385869	0.0340337306908581	0.0325671108950223	Interleukin-5 receptor subunit alpha	IL-5 Ra	Q01344	3568	IL5RA
X4493.92	3045	-0.0206258406579368	0.0299430691219888	0.49098000472231	Interleukin-11	IL-11	P20809	3589	IL11
X4496.60	2766	0.00670884918348992	0.0329660693061736	0.838753367286197	Macrophage metalloelastase	MMP-12	P39900	4321	MMP12
X4498.62	3070	0.0120450576939806	0.0322574456956864	0.708873872095848	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM-120	P13591	4684	NCAM1
X4499.21	3074	-0.063565606609544	0.0321317613722403	0.0479872611354967	Platelet-derived growth factor subunit A	PDGF-AA	P04085	5154	PDGFA
X4500.50	3031	6.149484618461e-05	0.0310789974910381	0.998421388388703	Stem cell growth factor-alpha	SCGF-alpha	Q9Y240	6320	CLEC11A
X4533.76	3063	-0.0246956118763073	0.0324631146085441	0.446878507200727	A disintegrin and metalloproteinase with thrombospondin motifs 15	ATS15	Q8TE58	170689	ADAMTS15
X4534.10	3065	-0.00917535605139144	0.0326014172260287	0.778391830718045	Brain-specific serine protease 4	BSSP4	Q9GZN4	64063	PRSS22
X4535.50	3037	-0.0366634271734065	0.0326377119049003	0.261380517579956	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	Q10588	683	BST1
X4540.11	3061	-0.00822113287271062	0.0328555730191292	0.802433920485364	Chromobox protein homolog 5	CBX5	P45973	23468	CBX5
X4541.49	3061	0.0152225830235922	0.0330914108773609	0.645537654795825	Cell adhesion molecule-related/down-regulated by oncogenes	CDON	Q4KMG0	50937	CDON
X4542.24	3063	0.0228447093227678	0.0296475514321293	0.441037991239149	Clusterin	Clusterin	P10909	1191	CLU
X4543.65	3041	0.0747479006357346	0.0327064123183966	0.0223574448705779	Collagen alpha-1(XXIII) chain	CONA1	Q86Y22	91522	COL23A1
X4544.4	3012	0.00151261602108576	0.0301990948439489	0.960055519956153	Connective tissue-activating peptide III	CTAP-III	P02775	5473	PPBP
X4545.53	3060	-0.0708309427903474	0.0324733115360819	0.0292449551676872	Mitochondrial import inner membrane translocase subunit TIM14	DnaJ homolog	Q96DA6	131118	DNAJC19
X4546.27	3054	0.0324365449549498	0.03260464386375	0.319891633203796	Adhesion G protein-coupled receptor E2	EMR2	Q9UHX3	30817	ADGRE2
X4547.59	3058	0.0107001833857244	0.0324999827244252	0.741999656129959	Leucine-rich repeat transmembrane protein FLRT1	FLRT1	Q9NZU1	23769	FLRT1
X4548.4	3036	0.0564008215710077	0.0333417083320228	0.0908260557688002	Galactoside 3(4)-L-fucosyltransferase	Fucosyltransferase 3	P21217	2525	FUT3
X4549.78	3058	-0.0408485040918387	0.0325815448448073	0.21003652040345	Alpha-(1,3)-fucosyltransferase 5	FUT5	Q11128	2527	FUT5
X4551.72	3011	-0.0679477369034812	0.0323618150290764	0.035845593147561	Adhesion G-protein coupled receptor G5	GP114	Q8IZF4	221188	ADGRG5
X4553.65	3036	-0.0421073577259885	0.0321075334860903	0.189806705778629	Hepatoma-derived growth factor-related protein 2	HDGR2	Q7Z4V5	84717	HDGFL2
X4556.10	3051	-0.030741307104848	0.0331422360170903	0.353711651443069	Interleukin-34	IL-34	Q6ZMJ4	146433	IL34
X4557.61	3078	-0.000145932856973096	0.0325958252346483	0.996428142948415	Kin of IRRE-like protein 3	KIRR3	Q8IZU9	84623	KIRREL3
X4559.64	3056	0.0158325088452618	0.0331696415151928	0.633169290637367	Kynureninase	KYNU	Q16719	8942	KYNU
X4560.34	3065	-0.0240513845588865	0.0323664863078481	0.457481523993069	Tyrosine-protein kinase Lck	LCK	P06239	3932	LCK
X4562.1	3055	0.0162808424560452	0.0317542309932087	0.608188774726556	Neurexophilin-1	NXPH1	P58417	30010	NXPH1
X4563.61	3032	0.0680096016830391	0.0324688363238785	0.036289214407419	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	PLCG1	P19174	5335	PLCG1
X4564.2	3069	-0.0162545730449542	0.0327772126736241	0.619993245910528	Plexin-C1	PLXC1	O60486	10154	PLXNC1
X4566.24	3065	0.00563284287579415	0.0322364724557005	0.861299457823407	R-spondin-2	RSPO2	Q6UXX9	340419	RSPO2
X4567.82	3007	0.0036730960716219	0.0330518336618507	0.911519657302225	SH2 domain-containing protein 1A	SH21A	O60880	4068	SH2D1A
X4568.17	3074	0.0158985375648012	0.0321905956036546	0.621421185841604	SLIT and NTRK-like protein 5	SLIK5	O94991	26050	SLITRK5
X4569.52	2959	0.0743804946722565	0.0331973083841955	0.0251294504090089	VPS10 domain-containing receptor SorCS2	SORC2	Q96PQ0	57537	SORCS2
X4588.1	2984	-0.0461436445810977	0.0328965827643914	0.16081503039087	Pancreatic hormone	PH	P01298	5539	PPY
X4594.22	2671	-0.0423157433951468	0.035732938550289	0.23643167545647	Pituitary adenylate cyclase-activating polypeptide 38	PACAP-38	P18509	116	ADCYAP1
X4673.13	2995	0.0221692400591652	0.0332536958470941	0.505034878150221	Interleukin-6	IL-6	P05231	3569	IL6
X4693.72	3042	0.0622156724073543	0.0332703488042246	0.0615803126718402	3-hydroxyisobutyrate dehydrogenase, mitochondrial	3HIDH	P31937	11112	HIBADH
X4696.2	2866	0.0112673085183424	0.0324241024833766	0.728243068509252	Fatty acid-binding protein, heart	FABP	P05413	2170	FABP3
X4697.59	3028	0.0504223118364165	0.0327375110881149	0.123617235484318	Granulocyte-macrophage colony-stimulating factor	GM-CSF	P04141	1437	CSF2
X4703.87	3063	0.00825714459064823	0.0332257014967648	0.803751419345061	Lymphotoxin-alpha	TNF-b	P01374	4049	LTA
X4706.17	2951	0.0418389938921062	0.0333588752053683	0.209866557342749	Protein 4.1	41	P11171	2035	EPB41
X4707.50	3073	0.0254207463258583	0.0316092475226121	0.42133357369577	14-3-3 protein eta	14-3-3 eta	Q04917	7533	YWHAH
X4708.3	2809	-0.0280386212611439	0.0339878569129762	0.409465150392145	Estradiol 17-beta-dehydrogenase 1	17-beta-HSD 1	P14061	3292	HSD17B1
X4712.28	2830	0.0188502892636594	0.03464685558846	0.586437144205547	Apolipoprotein D	Apo D	P05090	347	APOD
X4717.55	2739	-0.0265563581815467	0.0345135483019726	0.441694897989481	Interleukin-3	IL-3	P08700	3562	IL3
X4718.5	3023	-0.0406875460707995	0.0324945502771286	0.210618775885127	Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5479	PPIB
X4719.58	3064	0.00945621895561115	0.0309660407514979	0.760102401107584	Protein disulfide-isomerase A3	Protein disulfide isomerase A3	P30101	2923	PDIA3
X4721.54	3081	0.0202996855974126	0.0280801040926259	0.469784117579135	Trefoil factor 3	TFF3	Q07654	7033	TFF3
X4763.31	3072	-0.000796062783010238	0.0315758967919535	0.979888245742857	Afamin	Afamin	P43652	173	AFM
X4771.10	3025	-0.0068680295968496	0.0336436546030862	0.838257652276632	Acid sphingomyelinase-like phosphodiesterase 3a	ASM3A	Q92484	10924	SMPDL3A
X4775.34	3075	0.0237061380930233	0.0292745647163682	0.418126390448491	Gelsolin	Gelsolin	P06396	2934	GSN
X4785.30	2965	0.0078494628881558	0.0332338265874775	0.813302538910561	Corticosteroid-binding globulin	CBG	P08185	866	SERPINA6
X4792.51	2094	0.0840551821632299	0.0392726554144636	0.0324475961923407	gp41 C34 peptide, HIV	C34 gp41 HIV Fragment	Q70626		env
X4801.13	3006	0.00773887841176886	0.0331558206785995	0.81545962046646	Lactoperoxidase	PERL	P22079	4025	LPO
X4807.13	2982	0.00438876885670321	0.0333538090952687	0.895323708021039	Collagen alpha-1(VIII) chain	CO8A1	P27658	1295	COL8A1
X4811.33	3068	0.0405040005711688	0.0315989671114067	0.200005756555576	Inter-alpha-trypsin inhibitor heavy chain H4	ITI heavy chain H4	Q14624	3700	ITIH4
X4815.25	2861	0.0355287109341211	0.032839076033105	0.27938759313637	Thioredoxin domain-containing protein 12	TXD12	O95881	51060	TXNDC12
X4829.43	2938	0.0137455707593053	0.030444413722352	0.651664858514164	14-3-3 protein sigma	STRATIFIN	P31947	2810	SFN
X4831.4	3071	0.0143009646764939	0.0319063567936254	0.654028701795488	L-Selectin	sL-Selectin	P14151	6402	SELL
X4832.75	2715	0.00367763446550081	0.0352633679643875	0.916946604622419	Tumor necrosis factor receptor superfamily member 10A	TRAIL R1	O00220	8797	TNFRSF10A
X4834.61	3059	0.0152450107154695	0.0319035762022183	0.632793999811852	Ephrin type-A receptor 2	Epithelial cell kinase	P29317	1969	EPHA2
X4840.73	3013	-0.00254133393324508	0.0326547517529391	0.937973021553152	Granulocyte colony-stimulating factor	G-CSF	P09919	1440	CSF3
X4842.62	3051	0.0296283385739549	0.032447564507602	0.361255287351806	Glypican-3	Glypican 3	P51654	2719	GPC3
X4851.25	3067	0.0460119771546543	0.0289360853670679	0.111910904838849	Interleukin-1 alpha	IL-1a	P01583	3552	IL1A
X4859.6	2895	0.0286421676174596	0.0337025577885522	0.395478716499971	Bone morphogenetic protein receptor type-1A	BMPR1A	P36894	657	BMPR1A
X4862.63	3028	0.0278846653660135	0.0327438032600657	0.39450348125896	Bone morphogenetic protein receptor type-2	BMP RII	Q13873	659	BMPR2
X4866.59	3085	0.0177803497577394	0.032015422972226	0.578683487770639	BDNF/NT-3 growth factors receptor	TrkB	Q16620	4915	NTRK2
X4867.15	3058	-0.0265566440690988	0.0327431630598876	0.417395453257347	Vascular endothelial growth factor A, isoform 121	VEGF121	P15692	7422	VEGFA
X4874.3	3051	0.0328705314045564	0.0304416447718309	0.280322723951909	Angiogenin	Angiogenin	P03950	283	ANG
X4876.32	3065	0.0307972340950052	0.0319182819884496	0.33468306564221	Coagulation factor IX	Coagulation Factor IX	P00740	2158	F9
X4878.3	3060	0.00422565643350808	0.0315033747473451	0.89330596121581	Coagulation Factor X	Coagulation Factor X	P00742	2159	F10
X4880.21	3069	0.0148126142149539	0.0326299493331673	0.649891766599244	Growth/differentiation factor 2	GDF2	Q9UK05	2658	GDF2
X4883.56	3058	0.0500217075567822	0.0325715946640862	0.124705148883015	Insulin	Insulin	P01308	3630	INS
X4886.3	3035	0.048625123647297	0.0326101636195554	0.136039397434956	C-C motif chemokine 7	MCP-3	P80098	6354	CCL7
X4889.82	3054	-0.00421017339179173	0.0317317435733259	0.894455153193459	Protein Wnt-7a	WNT7A	O00755	7476	WNT7A
X4890.10	3069	0.0236499680863812	0.0327504109881334	0.470271770026294	Corticotropin	ACTH	P01189	5443	POMC
X4891.50	3006	0.0466307464697943	0.0323490569460676	0.149552418960698	Glucagon	Glucagon	P01275	2641	GCG
X4900.8	3027	0.00448330766987818	0.0302563369712782	0.882212681455537	C3a anaphylatoxin	C3a	P01024	718	C3
X4903.72	3072	0.0261552902075283	0.0319761953880683	0.413443393742984	Calcineurin	Calcineurin	Q08209|P63098	5530|5534	PPP3CA|PPP3R1
X4904.7	3050	0.0121087617996266	0.0325440191976567	0.709864370645574	Caspase-2	Caspase-2	P42575	835	CASP2
X4905.63	2982	-0.0146306583160219	0.030884790959484	0.635736603997656	Coactosin-like protein	Coactosin-like protein	Q14019	23406	COTL1
X4906.35	3045	0.0154370130447016	0.0324063413722644	0.633854044094837	Coagulation Factor V	Coagulation Factor V	P12259	2153	F5
X4907.56	3080	0.000323305442488199	0.0306666983367664	0.991589101597147	D-dimer	D-dimer	P02671|P02675|P02679	2243|2244|2266	FGA|FGB|FGG
X4908.6	3063	-0.00168020464011961	0.031667831676226	0.957689875572082	Endoglin	Endoglin	P17813	2022	ENG
X4909.68	3050	0.0434231156057172	0.0332346983344064	0.191461865609473	Galectin-8	Galectin-8	O00214	3964	LGALS8
X4910.21	3042	-0.0835359402292328	0.0324534749744666	0.010099816475595	Phospholipase A2	GIB	P04054	5319	PLA2G1B
X4911.49	3079	0.0331664899176278	0.0301374728058785	0.271198356777888	Glutathione S-transferase P	Glutathione S-transferase Pi	P09211	2950	GSTP1
X4913.78	3042	0.0250424155929133	0.0306602073769789	0.414123063020334	C-C motif chemokine 16	HCC-4	O15467	6360	CCL16
X4915.64	3047	-0.271715557230031	0.0325253013789411	9.93650844809358e-17	Hemoglobin	Hemoglobin	P69905|P68871	3039|3043	HBA1|HBB
X4916.2	3044	0.0333350050688348	0.032697159798034	0.308043895804069	Immunoglobulin D	IgD	P01880	3495 50802 3535	IGHD
X4917.62	3058	0.0275592243348501	0.0304881238946633	0.366102831769639	Integrin alpha-V: beta-5 complex	Integrin aVb5	P06756|P18084	3685|3693	ITGAV|ITGB5
X4918.21	2875	-0.0144288569487231	0.0330789306207743	0.662728521386182	Kininogen-1	Kininogen, HMW	P01042	3827	KNG1
X4920.10	3074	0.0240173664083592	0.0295451280136085	0.416336450399877	Lysozyme C	Lysozyme	P61626	4069	LYZ
X4922.13	3034	0.0180789152648382	0.0292049179585544	0.535939171099553	C-C motif chemokine 19	MIP-3b	Q99731	6363	CCL19
X4923.79	3057	0.0378717637962062	0.0307799671939032	0.218641901999948	Muellerian-inhibiting factor	MIS	P03971	268	AMH
X4924.32	2968	0.0140318861596801	0.0337974120736072	0.678043147878441	Interstitial collagenase	MMP-1	P03956	4312	MMP1
X4925.54	3034	-0.0408428374702471	0.0320072403138341	0.202036578848616	Collagenase 3	MMP-13	P45452	4322	MMP13
X4929.55	3077	-0.00747149919918297	0.0319114219038368	0.814897899406538	Sex hormone-binding globulin	SHBG	P04278	6462	SHBG
X4930.21	3051	0.00877510757276682	0.0315508864229699	0.7809350305843	Stanniocalcin-1	Stanniocalcin-1	P52823	6781	STC1
X4931.59	3062	-0.0166269561757312	0.0330685474365808	0.615139511549221	Tissue Factor	TF	P13726	2152	F3
X4956.2	3042	-0.046653575841956	0.0322031118526659	0.147517494817843	Epiregulin	EPI	O14944	2069	EREG
X4959.2	3064	-0.00326999465411384	0.0330333306724801	0.92115214689401	Anterior gradient protein 2 homolog	AGR2	O95994	10551	AGR2
X4960.72	3026	0.00868150910156746	0.0296498765109078	0.769694667298954	Annexin A1	annexin I	P04083	301	ANXA1
X4961.17	2990	0.0469640969387543	0.031716214982976	0.138777088154316	Annexin A2	annexin II	P07355	302	ANXA2
X4962.52	3072	0.0343160144475759	0.030323633181963	0.257867055823458	Cerebral dopamine neurotrophic factor	ARMEL	Q49AH0	441549	CDNF
X4963.19	3045	-0.0402951936417756	0.032806479340154	0.219441801002245	cAMP-regulated phosphoprotein 19	ARP19	P56211	10776	ARPP19
X4964.67	2972	0.00589876788013549	0.0331273601945861	0.85868551228779	Endoplasmic reticulum aminopeptidase 1	ARTS1	Q9NZ08	51752	ERAP1
X4965.27	3038	-0.0483016981467888	0.0312178539691544	0.121909215828656	ATP synthase subunit beta, mitochondrial	ATP synthase beta chain	P06576	506	ATP5F1B
X4967.1	3023	0.0432875569435237	0.0307807143117543	0.159732785866554	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	Q07021	708	C1QBP
X4968.50	3043	0.00624581902997903	0.0304512503691675	0.837500995495957	Macrophage-capping protein	CAPG	P40121	822	CAPG
X4969.2	2995	0.00752776039413975	0.0326064316500516	0.817433797571459	Carbonic anhydrase 1	Carbonic anhydrase I	P00915	759	CA1
X4970.55	3048	0.0347598196362987	0.0332544049354937	0.295982135241987	Carbonic anhydrase 2	carbonic anhydrase II	P00918	760	CA2
X4971.1	3029	0.0175724009122795	0.0328997686028221	0.593298622292074	Cathepsin Z	CATZ	Q9UBR2	1522	CTSZ
X4973.18	3034	0.0283234221001633	0.0318937215683587	0.374581584252628	Baculoviral IAP repeat-containing protein 3	cIAP-2	Q13489	330	BIRC3
X4976.57	3069	0.0259390874337822	0.0300430261363495	0.387986880313109	Adapter molecule crk	CRK	P46108	1398	CRK
X4978.54	3043	-0.00458113089161097	0.0300913905111262	0.879007384885506	Drebrin-like protein	DBNL	Q9UJU6	28988	DBNL
X4979.34	3071	0.0326096774710826	0.0311884307510848	0.295842910768936	Dermatopontin	DERM	Q07507	1805	DPT
X4981.6	3041	0.0111132770307593	0.0333353823516669	0.738872332980354	Desmocollin-3	DSC3	Q14574	1825	DSC3
X4982.54	3055	0.0311451386568775	0.0271749552132583	0.251845670879489	Elafin	Elafin	P19957	5266	PI3
X4983.6	2888	0.0943923080379859	0.0311101276884134	0.00243398954984505	Endoplasmic reticulum resident protein 29	ERP29	P30040	10961	ERP29
X4984.83	3056	-0.0141194894695552	0.0318908097441658	0.657982017098553	S-formylglutathione hydrolase	Esterase D	P10768	2098	ESD
X4985.11	3043	0.00389309996488729	0.0329865876432159	0.906059133196489	Fatty acid-binding protein, epidermal	FABPE	Q01469	2171	FABP5
X4986.59	3033	0.0259433333127237	0.0335160257660466	0.438957723889724	Focal adhesion kinase 1	FAK1	Q05397	5747	PTK2
X4987.17	3070	0.0644861012659313	0.0330383328564765	0.0510469415795078	Immunoglobulin alpha Fc receptor	FCAR	P24071	2204	FCAR
X4988.49	3030	-0.0665763712480021	0.032550312132891	0.0409087207113527	Fibroblast growth factor receptor 4	FGFR4	P22455	2264	FGFR4
X4989.7	3071	-0.00747010918332753	0.0305035839258219	0.806555942701634	Fibrinogen gamma chain	Fibrinogen g-chain dimer	P02679	2266	FGG
