Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
X6209.2	AOC1	7	1.705	0.0882	150824627	0.622884848484849	0	0	Primary	NA	C	1403002861	1553827488	NA	NA
X8240.207	GPNMB	7	-1.717	0.086	23235967	0.622884848484849	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X9370.69	GGH	8	-1.7279	0.084	63014881	0.622884848484849	0	0	Primary	NA	C	1591733856	1654748737	NA	NA
X8337.65	PTPRU	1	-1.69758	0.0896	29236516	0.625178947368421	0	0	Primary	NA	C	0	29236516	NA	NA
X7918.114	AMY1A	1	1.69078	0.0909	103655519	0.629516417910448	0	0	Primary	NA	C	0	103655519	NA	NA
X2637.77	MRC1	10	1.68018	0.09292	17809348	0.638204705882353	0	0	Primary	NA	C	1934034850	1951844198	NA	NA
X15579.26	ENPP6	4	-1.67709	0.09353	184088706	0.638204705882353	0	0	Primary	NA	C	775968409	960057115	NA	NA
X6247.9	SIRPB1	20	-1.66773	0.0954	1561385	0.646213138686131	0	0	Primary	NA	C	3267584620	3269146005	NA	NA
X21549.144	TECTB	10	-1.66151	0.09661	112283400	0.646929496402878	0	0	Primary	NA	C	1934034850	2046318250	NA	NA
X8289.8	GPNMB	7	-1.66	0.0969	23235967	0.646929496402878	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X19130.81	SERPINB8	18	1.645	0.1	63970029	0.661755492957747	0	0	Primary	NA	C	3069060187	3133030216	NA	NA
X5713.9	IFNL3	19	-1.6419	0.101	39243455	0.661755492957747	0	0	Primary	NA	C	3179033054	3218276509	NA	NA
X3623.84	LY86	6	1.6388	0.10126	6588108	0.661755492957747	0	0	Primary	NA	C	1202467741	1209055849	NA	NA
X7968.15	CRTAM	11	1.6213	0.10494	122838500	0.666598702702703	0	0	Primary	NA	C	2097588750	2220427250	NA	NA
X4564.2	PLXNC1	12	1.6283	0.10346	94148577	0.666598702702703	0	0	Primary	NA	C	2261842245	2355990822	NA	NA
X20521.83	CD28	2	-1.616	0.106094	203706475	0.666598702702703	0	0	Primary	NA	C	276724047	480430522	NA	NA
X12387.7	PDLIM4	5	1.615	0.106311	132257696	0.666598702702703	0	0	Primary	NA	C	992234598	1124492294	NA	NA
X14086.11	SMPDL3A	6	1.6273	0.10368	122789049	0.666598702702703	0	0	Primary	NA	C	1202467741	1325256790	NA	NA
X4771.10	SMPDL3A	6	1.6225	0.1047	122789049	0.666598702702703	0	0	Primary	NA	C	1202467741	1325256790	NA	NA
X7870.8	CNDP1	18	1.601	0.1094	74534500	0.681363758389262	0	0	Primary	NA	C	3069060187	3143594687	NA	NA
X21676.17	SERPINB2	18	1.585	0.1129	63871692	0.698474666666667	0	0	Primary	NA	C	3069060187	3132931879	NA	NA
X4991.12	GPC5	13	1.57186	0.116	91398621	0.699012987012987	0	0	Primary	NA	C	2424611154	2516009775	NA	NA
X5682.13	VASN	16	-1.57	0.116	4371848	0.699012987012987	0	0	Primary	NA	C	2836032653	2840404501	NA	NA
X10037.98	SIGLEC12	19	-1.5815	0.114	51491227	0.699012987012987	0	0	Primary	NA	C	3179033054	3230524281	NA	NA
X9337.43	TAC1	7	1.577	0.115	97732084	0.699012987012987	0	0	Primary	NA	C	1403002861	1500734945	NA	NA
X7192.37	IFNLR1	1	-1.554	0.12	24154168	0.700377358490566	0	0	Primary	NA	C	0	24154168	NA	NA
X13438.115	CHRD	3	1.559	0.119	184380054	0.700377358490566	0	0	Primary	NA	C	548458626	732838680	NA	NA
X9269.7	BTD	3	1.5568	0.11952	15601341	0.700377358490566	0	0	Primary	NA	C	548458626	564059967	NA	NA
X3196.6	HAPLN1	5	1.555	0.119946	83637805	0.700377358490566	0	0	Primary	NA	C	992234598	1075872403	NA	NA
X9360.33	EDIL3	5	1.555	0.119946	83940554	0.700377358490566	0	0	Primary	NA	C	992234598	1076175152	NA	NA
X4152.58	KLKB1	4	1.549	0.12138	186226438	0.701014658385093	0	0	Primary	NA	C	775968409	962194847	NA	NA
X4566.24	RSPO2	8	1.548	0.12162	107899316	0.701014658385093	0	0	Primary	NA	C	1591733856	1699633172	NA	NA
X12434.25	IST1	16	-1.5433	0.123	71845996	0.704592592592593	0	0	Primary	NA	C	2836032653	2907878649	NA	NA
X13717.15	FCN2	9	1.52834	0.1264	134880810	0.719626993865031	0	0	Primary	NA	C	1766574898	1901455708	NA	NA
X4459.68	PCSK7	11	-1.52	0.12851	117204337	0.723091975757576	0	0	Primary	NA	C	2097588750	2214793087	NA	NA
X15476.6	REG3G	2	1.5198	0.128567	79025686	0.723091975757576	0	0	Primary	NA	C	276724047	355749733	NA	NA
X21537.33	SCLY	2	-1.511	0.130788	238060924	0.731152192771084	0	0	Primary	NA	C	276724047	514784971	NA	NA
X3327.27	NTN4	12	1.4966	0.13448	95657807	0.738446390532544	0	0	Primary	NA	C	2261842245	2357500052	NA	NA
X5621.64	THSD1	13	1.5	0.134	52377167	0.738446390532544	0	0	Primary	NA	C	2424611154	2476988321	NA	NA
X2813.11	AGRP	16	-1.504	0.133	67482571	0.738446390532544	0	0	Primary	NA	C	2836032653	2903515224	NA	NA
X13563.259	ACBD7	10	-1.487	0.13701	15075475	0.739216744186046	0	0	Primary	NA	C	1934034850	1949110325	NA	NA
X8697.38	GPC1	2	-1.4876	0.13686	240435663	0.739216744186046	0	0	Primary	NA	C	276724047	517159710	NA	NA
X4569.52	SORCS2	4	1.48824	0.13669	7192538	0.739216744186046	0	0	Primary	NA	C	775968409	783160947	NA	NA
X9254.18	FCER1A	1	-1.4841	0.138	159289714	0.740254335260116	0	0	Primary	NA	C	0	159289714	NA	NA
X2809.25	ADAMTS4	1	1.478	0.139	161184302	0.741333333333333	0	0	Primary	NA	C	0	161184302	NA	NA
X9077.10	MAN1A2	1	-1.472	0.141	117367449	0.747702857142857	0	0	Primary	NA	C	0	117367449	NA	NA
X4407.10	MST1	3	1.4669	0.14241	49683947	0.750788700564972	0	0	Primary	NA	C	548458626	598142573	NA	NA
X7815.49	IGFBPL1	9	-1.46401	0.1432	38406528	0.750788700564972	0	0	Primary	NA	C	1766574898	1804981426	NA	NA
X17682.1	CD46	1	1.458	0.145	207752037	0.755955056179775	0	0	Primary	NA	C	0	207752037	NA	NA
X11219.95	FGFBP3	10	1.443	0.14902	91906584	0.756091803278689	0	0	Primary	NA	C	1934034850	2025941434	NA	NA
X3314.74	GFRA1	10	-1.44411	0.14871	116056925	0.756091803278689	0	0	Primary	NA	C	1934034850	2050091775	NA	NA
X15576.158	RNASE3	14	-1.443	0.1491	20891385	0.756091803278689	0	0	Primary	NA	C	2568892738	2589784123	NA	NA
X21491.7	AOC3	17	-1.455361	0.146	42851184	0.756091803278689	0	0	Primary	NA	C	2955980578	2998831762	NA	NA
X6923.1	PLOD2	3	1.4501	0.14703	146035139	0.756091803278689	0	0	Primary	NA	C	548458626	694493765	NA	NA
X3181.50	CTSS	1	-1.42922	0.153	150730079	0.771652173913044	0	0	Primary	NA	C	0	150730079	NA	NA
X9580.5	LAMC2	1	1.416	0.157	183186238	0.779172620320856	0	0	Primary	NA	C	0	183186238	NA	NA
X6544.33	NELL1	11	1.4152	0.15701	20669551	0.779172620320856	0	0	Primary	NA	C	2097588750	2118258301	NA	NA
X23588.9	HSDL2	9	-1.41926	0.1558	112380080	0.779172620320856	0	0	Primary	NA	C	1766574898	1878954978	NA	NA
X11424.4	FAH	15	1.406	0.16	80152490	0.789787234042553	0	0	Primary	NA	C	2704379055	2784531545	NA	NA
X13747.9	CA6	1	1.40139	0.161	8945867	0.790518518518519	0	0	Primary	NA	C	0	8945867	NA	NA
X5728.60	FCRL1	1	-1.39191	0.164	157794403	0.796816753926702	0	0	Primary	NA	C	0	157794403	NA	NA
X7926.13	SPINT3	20	-1.394	0.1633	45512461	0.796816753926702	0	0	Primary	NA	C	3267584620	3313097081	NA	NA
X4546.27	ADGRE2	19	-1.3871	0.165	14732392	0.796959668393782	0	0	Primary	NA	C	3179033054	3193765446	NA	NA
X13388.57	PCSK1	5	1.386	0.165747	96390333	0.796959668393782	0	0	Primary	NA	C	992234598	1088624931	NA	NA
X14139.16	NRG4	15	1.382	0.167	75935969	0.798289394871795	0	0	Primary	NA	C	2704379055	2780315024	NA	NA
X8960.3	ERAP2	5	-1.3795	0.167744	96875986	0.798289394871795	0	0	Primary	NA	C	992234598	1089110584	NA	NA
X14123.34	VSIR	10	-1.36568	0.17204	71747556	0.812	0	0	Primary	NA	C	1934034850	2005782406	NA	NA
X9014.18	TMEM25	11	1.3581	0.17444	118531041	0.812	0	0	Primary	NA	C	2097588750	2216119791	NA	NA
X3403.1	TPSB2	16	-1.361	0.174	1227272	0.812	0	0	Primary	NA	C	2836032653	2837259925	NA	NA
X3676.15	IGF2R	6	-1.363	0.17288	159969082	0.812	0	0	Primary	NA	C	1202467741	1362436823	NA	NA
X12684.5	SCIN	7	1.355	0.175	12570577	0.812	0	0	Primary	NA	C	1403002861	1415573438	NA	NA
X7776.20	UNC5B	10	1.33975	0.18033	71212570	0.816323121951219	0	0	Primary	NA	C	1934034850	2005247420	NA	NA
X5646.20	RNASE6	14	1.342	0.1795	20781268	0.816323121951219	0	0	Primary	NA	C	2568892738	2589674006	NA	NA
X16620.26	LY75	2	1.3438	0.179001	159803355	0.816323121951219	0	0	Primary	NA	C	276724047	436527402	NA	NA
X5701.81	CLEC3B	3	-1.343	0.17927	45001548	0.816323121951219	0	0	Primary	NA	C	548458626	593460174	NA	NA
X9076.25	PENK	8	-1.3472	0.17792	56436674	0.816323121951219	0	0	Primary	NA	C	1591733856	1648170530	NA	NA
X2900.53	CCL14	17	1.334815	0.182	35983288	0.819883495145631	0	0	Primary	NA	C	2955980578	2991963866	NA	NA
X9409.11	TPSAB1	16	-1.3225	0.186	1240379	0.833855072463768	0	0	Primary	NA	C	2836032653	2837273032	NA	NA
X21546.20	ADGRD1	12	1.319	0.18717	130953907	0.834755980861244	0	0	Primary	NA	C	2261842245	2392796152	NA	NA
X21889.2	GGCT	7	1.318	0.188	30496621	0.834755980861244	0	0	Primary	NA	C	1403002861	1433499482	NA	NA
X6450.8	FABP6	5	-1.3135	0.189023	160187367	0.835301638095238	0	0	Primary	NA	C	992234598	1152421965	NA	NA
X7266.4	SERPINA9	14	1.303	0.1926	94462717	0.836848818604651	0	0	Primary	NA	C	2568892738	2663355455	NA	NA
X18922.27	CD68	17	-1.305995	0.192	7579491	0.836848818604651	0	0	Primary	NA	C	2955980578	2963560069	NA	NA
X16770.3	REG1B	2	-1.2992	0.193882	79085023	0.836848818604651	0	0	Primary	NA	C	276724047	355809070	NA	NA
X19787.14	MERTK	2	1.304	0.192234	111898607	0.836848818604651	0	0	Primary	NA	C	276724047	388622654	NA	NA
X9303.9	ICOSLG	21	-1.301	0.193	44215382	0.836848818604651	0	0	Primary	NA	C	3361479785	3405695167	NA	NA
X11067.13	BGLAP	1	-1.208	0.227	156242184	0.846534351145038	0	0	Primary	NA	C	0	156242184	NA	NA
X11142.11	ANGPTL1	1	1.19307	0.233	178849535	0.846534351145038	0	0	Primary	NA	C	0	178849535	NA	NA
X14208.3	RBP7	1	-1.18137	0.237	9997206	0.846534351145038	0	0	Primary	NA	C	0	9997206	NA	NA
X15388.24	FCGR3A	1	1.21076	0.226	161541759	0.846534351145038	0	0	Primary	NA	C	0	161541759	NA	NA
X2590.69	ROR1	1	1.18348	0.237	63774017	0.846534351145038	0	0	Primary	NA	C	0	63774017	NA	NA
X3461.58	BCAN	1	1.19	0.234	156641390	0.846534351145038	0	0	Primary	NA	C	0	156641390	NA	NA
X3600.2	CHIT1	1	-1.21447	0.225	203212827	0.846534351145038	0	0	Primary	NA	C	0	203212827	NA	NA
X4139.71	IL6R	1	1.2418	0.214	154405193	0.846534351145038	0	0	Primary	NA	C	0	154405193	NA	NA
X6217.23	QSOX1	1	1.177	0.239	180154869	0.846534351145038	0	0	Primary	NA	C	0	180154869	NA	NA
X7885.17	CFHR5	1	-1.24408	0.213	196975010	0.846534351145038	0	0	Primary	NA	C	0	196975010	NA	NA
X7994.41	ERO1B	1	1.257	0.209	236214681	0.846534351145038	0	0	Primary	NA	C	0	236214681	NA	NA
X8092.29	IL6R	1	1.20214	0.229	154405193	0.846534351145038	0	0	Primary	NA	C	0	154405193	NA	NA
X9249.17	TMEM9	1	1.205	0.228	201134772	0.846534351145038	0	0	Primary	NA	C	0	201134772	NA	NA
X3214.3	NRP1	10	1.213	0.22513	33177492	0.846534351145038	0	0	Primary	NA	C	1934034850	1967212342	NA	NA
X5542.22	NRP1	10	1.213	0.22513	33177492	0.846534351145038	0	0	Primary	NA	C	1934034850	1967212342	NA	NA
X19558.10	LRP4	11	-1.2463	0.21266	46856717	0.846534351145038	0	0	Primary	NA	C	2097588750	2144445467	NA	NA
X4924.32	MMP1	11	-1.2025	0.22916	102789401	0.846534351145038	0	0	Primary	NA	C	2097588750	2200378151	NA	NA
X8479.4	MMP10	11	1.271	0.20373	102770502	0.846534351145038	0	0	Primary	NA	C	2097588750	2200359252	NA	NA
X3518.54	CPB2	13	-1.22119	0.222	46053186	0.846534351145038	0	0	Primary	NA	C	2424611154	2470664340	NA	NA
X8874.53	CLN5	13	-1.1801	0.238	76990660	0.846534351145038	0	0	Primary	NA	C	2424611154	2501601814	NA	NA
X8394.56	RNASE2	14	-1.251	0.211	20955487	0.846534351145038	0	0	Primary	NA	C	2568892738	2589848225	NA	NA
X19347.37	CA12	15	1.286	0.198	63321378	0.846534351145038	0	0	Primary	NA	C	2704379055	2767700433	NA	NA
X5691.2	CRISPLD2	16	1.2312	0.218	84819985	0.846534351145038	0	0	Primary	NA	C	2836032653	2920852638	NA	NA
X9837.60	NQO1	16	1.2287	0.219	69706996	0.846534351145038	0	0	Primary	NA	C	2836032653	2905739649	NA	NA
X16781.2	ENGASE	17	1.213	0.225	79074824	0.846534351145038	0	0	Primary	NA	C	2955980578	3035055402	NA	NA
X4435.66	ENPP7	17	1.189	0.234	79730943	0.846534351145038	0	0	Primary	NA	C	2955980578	3035711521	NA	NA
X13126.52	DSC2	18	-1.268	0.2048	31058840	0.846534351145038	0	0	Primary	NA	C	3069060187	3100119027	NA	NA
X13678.169	CFD	19	1.1832	0.237	859453	0.846534351145038	0	0	Primary	NA	C	3179033054	3179892507	NA	NA
X16320.139	CD320	19	-1.1771	0.239	8302127	0.846534351145038	0	0	Primary	NA	C	3179033054	3187335181	NA	NA
X18881.7	ADGRE5	19	-1.186	0.236	14380501	0.846534351145038	0	0	Primary	NA	C	3179033054	3193413555	NA	NA
X2946.52	CFD	19	1.236	0.216	859453	0.846534351145038	0	0	Primary	NA	C	3179033054	3179892507	NA	NA
X3029.52	CD209	19	1.2356	0.217	7739993	0.846534351145038	0	0	Primary	NA	C	3179033054	3186773047	NA	NA
X5090.49	LILRB1	19	-1.2486	0.212	54616322	0.846534351145038	0	0	Primary	NA	C	3179033054	3233649376	NA	NA
X2994.71	IL1RL2	2	1.2124	0.225361	102187006	0.846534351145038	0	0	Primary	NA	C	276724047	378911053	NA	NA
X7875.86	PLEK	2	-1.2064	0.227651	68365282	0.846534351145038	0	0	Primary	NA	C	276724047	345089329	NA	NA
X16753.46	COL6A2	21	-1.2	0.23	46098112	0.846534351145038	0	0	Primary	NA	C	3361479785	3407577897	NA	NA
X9177.6	FAM3B	21	1.224	0.221	41304212	0.846534351145038	0	0	Primary	NA	C	3361479785	3402783997	NA	NA
X13686.2	IL5RA	3	-1.2063	0.2277	3066324	0.846534351145038	0	0	Primary	NA	C	548458626	551524950	NA	NA
X15514.26	BCHE	3	-1.263	0.20659	165772904	0.846534351145038	0	0	Primary	NA	C	548458626	714231530	NA	NA
X4996.66	HRG	3	-1.223	0.22133	186660216	0.846534351145038	0	0	Primary	NA	C	548458626	735118842	NA	NA
X3340.53	THBS4	5	-1.288	0.197746	79991311	0.846534351145038	0	0	Primary	NA	C	992234598	1072225909	NA	NA
X8969.49	CD14	5	1.2814	0.200069	140631728	0.846534351145038	0	0	Primary	NA	C	992234598	1132866326	NA	NA
X5813.58	EPO	7	-1.282	0.2	100720468	0.846534351145038	0	0	Primary	NA	C	1403002861	1503723329	NA	NA
X3647.49	TLR4|LY96	8	1.2682	0.20473	73991392	0.846534351145038	0	0	Primary	NA	C	1591733856	1665725248	NA	NA
X18887.7	ENTPD2	9	-1.21603	0.224	137048107	0.846534351145038	0	0	Primary	NA	C	1766574898	1903623005	NA	NA
X24717.26	PTPA	9	1.24354	0.2137	129110950	0.846534351145038	0	0	Primary	NA	C	1766574898	1895685848	NA	NA
X9867.23	FBP2	9	-1.25203	0.2106	94558720	0.846534351145038	0	0	Primary	NA	C	1766574898	1861133618	NA	NA
X9231.23	BPNT2	8	1.175	0.23999	56957931	0.846808821292776	0	0	Primary	NA	C	1591733856	1648691787	NA	NA
X8407.84	NOTCH2	1	-1.172	0.241	119911553	0.847061654135338	0	0	Primary	NA	C	0	119911553	NA	NA
X3580.25	SERPINA1	14	-1.168	0.2428	94376747	0.847061654135338	0	0	Primary	NA	C	2568892738	2663269485	NA	NA
X24447.26	FAM221A	7	1.171	0.242	23680130	0.847061654135338	0	0	Primary	NA	C	1403002861	1426682991	NA	NA
X10442.1	TMEM190	19	-1.162	0.245	55376826	0.851535580524345	0	0	Primary	NA	C	3179033054	3234409880	NA	NA
X12386.11	RNPEP	1	-1.14	0.254	201982372	0.866588235294118	0	0	Primary	NA	C	0	201982372	NA	NA
X3059.50	TNFSF13B	13	-1.14599	0.252	108251240	0.866588235294118	0	0	Primary	NA	C	2424611154	2532862394	NA	NA
X3449.58	SERPINA4	14	-1.142	0.2536	94561442	0.866588235294118	0	0	Primary	NA	C	2568892738	2663454180	NA	NA
X4535.50	BST1	4	-1.14337	0.25288	15703065	0.866588235294118	0	0	Primary	NA	C	775968409	791671474	NA	NA
X8099.42	SPON2	4	1.1445	0.25241	1166932	0.866588235294118	0	0	Primary	NA	C	775968409	777135341	NA	NA
X11837.7	TNFRSF18	1	1.13335	0.257	1203508	0.866798566308244	0	0	Primary	NA	C	0	1203508	NA	NA
X5478.50	FOLH1	11	1.136	0.25596	49145092	0.866798566308244	0	0	Primary	NA	C	2097588750	2146733842	NA	NA
X15667.39	BMP4	14	1.125	0.2606	53949736	0.866798566308244	0	0	Primary	NA	C	2568892738	2622842474	NA	NA
X15398.2	GFER	16	1.129	0.259	1984193	0.866798566308244	0	0	Primary	NA	C	2836032653	2838016846	NA	NA
X5605.77	MFNG	22	-1.128	0.2593	37469063	0.866798566308244	0	0	Primary	NA	C	3438078747	3475547810	NA	NA
X25070.18	MICAL1	6	-1.1262	0.26007	109444062	0.866798566308244	0	0	Primary	NA	C	1202467741	1311911803	NA	NA
X8080.24	MSMP	9	-1.12893	0.2589	35752990	0.866798566308244	0	0	Primary	NA	C	1766574898	1802327888	NA	NA
X15602.43	IL6R	1	-1.1165	0.264	154405193	0.869389473684211	0	0	Primary	NA	C	0	154405193	NA	NA
X9013.60	NTN1	17	-1.109	0.267	9021510	0.869389473684211	0	0	Primary	NA	C	2955980578	2965002088	NA	NA
X23389.28	FAHD2A	2	-1.1161	0.264377	95402708	0.869389473684211	0	0	Primary	NA	C	276724047	372126755	NA	NA
X21548.20	GGT5	22	-1.1158	0.2645	24219654	0.869389473684211	0	0	Primary	NA	C	3438078747	3462298401	NA	NA
X16763.11	LECT2	5	-1.1136	0.265454	135922279	0.869389473684211	0	0	Primary	NA	C	992234598	1128156877	NA	NA
X7141.21	MGAT4B	5	-1.11	0.266999	179797597	0.869389473684211	0	0	Primary	NA	C	992234598	1172032195	NA	NA
X18831.6	LRIG1	3	-1.1055	0.26892	66378797	0.872579580419581	0	0	Primary	NA	C	548458626	614837423	NA	NA
X21439.37	HCLS1	3	1.1021	0.27044	121631399	0.874454076655052	0	0	Primary	NA	C	548458626	670090025	NA	NA
X20516.11	SCN3B	11	1.0996	0.27149	123629187	0.874801111111111	0	0	Primary	NA	C	2097588750	2221217937	NA	NA
X13102.1	FAM3D	3	1.0931	0.27436	58633946	0.880989896193772	0	0	Primary	NA	C	548458626	607092572	NA	NA
X8982.65	THBS3	1	1.07683	0.282	155195588	0.883768457912458	0	0	Primary	NA	C	0	155195588	NA	NA
X2789.26	MMP7	11	1.082	0.27925	102520508	0.883768457912458	0	0	Primary	NA	C	2097588750	2200109258	NA	NA
X15384.15	KL	13	-1.08211	0.279	33016423	0.883768457912458	0	0	Primary	NA	C	2424611154	2457627577	NA	NA
X6583.67	SERPINA10	14	-1.075	0.2823	94280460	0.883768457912458	0	0	Primary	NA	C	2568892738	2663173198	NA	NA
X4342.10	ICAM1	19	-1.078	0.281	10271093	0.883768457912458	0	0	Primary	NA	C	3179033054	3189304147	NA	NA
X5036.50	TNFAIP6	2	-1.074	0.282844	151357592	0.883768457912458	0	0	Primary	NA	C	276724047	428081639	NA	NA
X4543.65	COL23A1	5	-1.077	0.28148	178237476	0.883768457912458	0	0	Primary	NA	C	992234598	1170472074	NA	NA
X3773.15	TEK	9	-1.082	0.2793	27109141	0.883768457912458	0	0	Primary	NA	C	1766574898	1793684039	NA	NA
X10439.57	AMY2B	1	1.00263	0.316	103553815	0.884126074498567	0	0	Primary	NA	C	0	103553815	NA	NA
X14151.4	ISG15	1	-1.05835	0.29	1001138	0.884126074498567	0	0	Primary	NA	C	0	1001138	NA	NA
X15395.15	GSTM1	1	0.9794	0.327	109687814	0.884126074498567	0	0	Primary	NA	C	0	109687814	NA	NA
X15503.20	LEFTY2	1	-1.007	0.314	225936598	0.884126074498567	0	0	Primary	NA	C	0	225936598	NA	NA
X15584.9	CFHR2	1	1.00683	0.314	196943738	0.884126074498567	0	0	Primary	NA	C	0	196943738	NA	NA
X15617.8	XCL2	1	1.00692	0.314	168540768	0.884126074498567	0	0	Primary	NA	C	0	168540768	NA	NA
X19277.4	TSTD1	1	1.06045	0.289	161037631	0.884126074498567	0	0	Primary	NA	C	0	161037631	NA	NA
X3216.2	PIGR	1	1.07102	0.284	206928522	0.884126074498567	0	0	Primary	NA	C	0	206928522	NA	NA
X3666.17	CFHR5	1	0.97409	0.33	196975010	0.884126074498567	0	0	Primary	NA	C	0	196975010	NA	NA
X4906.35	F5	1	-1.06763	0.286	169511951	0.884126074498567	0	0	Primary	NA	C	0	169511951	NA	NA
X5248.68	PPIF	10	-0.99228	0.32106	79347469	0.884126074498567	0	0	Primary	NA	C	1934034850	2013382319	NA	NA
X21999.61	NUCB2	11	-0.981	0.3266	17208153	0.884126074498567	0	0	Primary	NA	C	2097588750	2114796903	NA	NA
X9265.10	GLIPR1	12	0.9783	0.32791	75480753	0.884126074498567	0	0	Primary	NA	C	2261842245	2337322998	NA	NA
X16916.19	SLITRK6	13	-1.01109	0.312	85792790	0.884126074498567	0	0	Primary	NA	C	2424611154	2510403944	NA	NA
X3184.25	F7	13	-1.012	0.312	113105788	0.884126074498567	0	0	Primary	NA	C	2424611154	2537716942	NA	NA
X13119.26	SERPINA10	14	-1.007	0.3141	94280460	0.884126074498567	0	0	Primary	NA	C	2568892738	2663173198	NA	NA
X16825.20	ATXN3	14	0.976	0.3292	92044496	0.884126074498567	0	0	Primary	NA	C	2568892738	2660937234	NA	NA
X3622.33	LGMN	14	-0.996	0.3192	92703807	0.884126074498567	0	0	Primary	NA	C	2568892738	2661596545	NA	NA
X3633.70	NID2	14	1.028	0.3038	52004809	0.884126074498567	0	0	Primary	NA	C	2568892738	2620897547	NA	NA
X22129.55	ELL3	15	1.02	0.308	43772605	0.884126074498567	0	0	Primary	NA	C	2704379055	2748151660	NA	NA
X19367.34	ECI1	16	1.0379	0.299	2239402	0.884126074498567	0	0	Primary	NA	C	2836032653	2838272055	NA	NA
X16616.137	ENO3	17	-1.031	0.303	4948092	0.884126074498567	0	0	Primary	NA	C	2955980578	2960928670	NA	NA
X17758.79	DCXR	17	-1.009	0.313	82035136	0.884126074498567	0	0	Primary	NA	C	2955980578	3038015714	NA	NA
X24685.12	SNX11	17	1.028868	0.304	48103357	0.884126074498567	0	0	Primary	NA	C	2955980578	3004083935	NA	NA
X4913.78	CCL16	17	1.008	0.313	35976493	0.884126074498567	0	0	Primary	NA	C	2955980578	2991957071	NA	NA
X7218.87	ATP1B2	17	-0.972	0.331	7646627	0.884126074498567	0	0	Primary	NA	C	2955980578	2963627205	NA	NA
X7823.22	ST6GALNAC2	17	-1.04624	0.295	76565377	0.884126074498567	0	0	Primary	NA	C	2955980578	3032545955	NA	NA
X11646.4	CHST9	18	-0.969	0.3325	26906481	0.884126074498567	0	0	Primary	NA	C	3069060187	3095966668	NA	NA
X23148.100	LIPG	18	1.019	0.3083	49560699	0.884126074498567	0	0	Primary	NA	C	3069060187	3118620886	NA	NA
X16609.106	KIRREL2	19	-1.018	0.309	35855861	0.884126074498567	0	0	Primary	NA	C	3179033054	3214888915	NA	NA
X17153.46	KIR2DL3	19	1.038	0.299	54738513	0.884126074498567	0	0	Primary	NA	C	3179033054	3233771567	NA	NA
X2834.54	KLK8	19	1.051	0.293	50996007	0.884126074498567	0	0	Primary	NA	C	3179033054	3230029061	NA	NA
X13095.51	REG1A	2	-0.9738	0.330144	79120362	0.884126074498567	0	0	Primary	NA	C	276724047	355844409	NA	NA
X4126.22	BPI	20	0.977	0.3286	38304150	0.884126074498567	0	0	Primary	NA	C	3267584620	3305888770	NA	NA
X8932.1	ENTPD6	20	-1.0352	0.3006	25195693	0.884126074498567	0	0	Primary	NA	C	3267584620	3292780313	NA	NA
X5618.50	FAM3B	21	0.987	0.324	41304212	0.884126074498567	0	0	Primary	NA	C	3361479785	3402783997	NA	NA
X17782.23	ACAA1	3	-0.9933	0.32057	38103129	0.884126074498567	0	0	Primary	NA	C	548458626	586561755	NA	NA
X20948.16	NUDT16	3	-1.067	0.28597	131381671	0.884126074498567	0	0	Primary	NA	C	548458626	679840297	NA	NA
X6079.59	PXYLP1	3	0.97	0.33205	141228726	0.884126074498567	0	0	Primary	NA	C	548458626	689687352	NA	NA
X12549.33	HPGDS	4	-1.02728	0.30429	94298535	0.884126074498567	0	0	Primary	NA	C	775968409	870266944	NA	NA
X15441.6	GM2A	5	-1.057	0.290512	151212150	0.884126074498567	0	0	Primary	NA	C	992234598	1143446748	NA	NA
X3440.7	GZMA	5	-0.971	0.331548	55102646	0.884126074498567	0	0	Primary	NA	C	992234598	1047337244	NA	NA
X17341.89	ACAT2	6	-0.9901	0.32212	159762045	0.884126074498567	0	0	Primary	NA	C	1202467741	1362229786	NA	NA
X6556.5	ENPP5	6	1.027	0.30442	46159185	0.884126074498567	0	0	Primary	NA	C	1202467741	1248626926	NA	NA
X9282.12	CRISP2	6	-0.9804	0.3269	49692358	0.884126074498567	0	0	Primary	NA	C	1202467741	1252160099	NA	NA
X9754.33	NQO2	6	1.034	0.30114	2987987	0.884126074498567	0	0	Primary	NA	C	1202467741	1205455728	NA	NA
X15562.24	GUSB	7	1.002	0.316	65960684	0.884126074498567	0	0	Primary	NA	C	1403002861	1468963545	NA	NA
X4254.6	NUDCD3	7	-1.008	0.313	44379119	0.884126074498567	0	0	Primary	NA	C	1403002861	1447381980	NA	NA
X6236.51	CTHRC1	8	0.993	0.32071	103371538	0.884126074498567	0	0	Primary	NA	C	1591733856	1695105394	NA	NA
X21163.21	TBC1D13	9	1.043	0.2969	128787253	0.884126074498567	0	0	Primary	NA	C	1766574898	1895362151	NA	NA
X3313.21	FCN2	9	1.036	0.3002	134880810	0.884126074498567	0	0	Primary	NA	C	1766574898	1901455708	NA	NA
X8397.147	QSOX2	9	-0.971	0.3315	136206333	0.884126074498567	0	0	Primary	NA	C	1766574898	1902781231	NA	NA
