Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
X11671.19	BRPF1	3	-1.0878	0.27668	9731729	0.868982133333334	0	0	Primary	NA	C	548458626	558190355	NA	NA
X2630.12	IL1RAP	3	1.159	0.24646	190514051	0.868982133333334	0	0	Primary	NA	C	548458626	738972677	NA	NA
X9368.64	LRTM1	3	-1.172	0.2412	54918231	0.868982133333334	0	0	Primary	NA	C	548458626	603376857	NA	NA
X3617.80	HGFAC	4	-1.099	0.27177	3441968	0.868982133333334	0	0	Primary	NA	C	775968409	779410377	NA	NA
X8385.248	HGFAC	4	-1.099	0.27177	3441968	0.868982133333334	0	0	Primary	NA	C	775968409	779410377	NA	NA
X2638.12	CSF1R	5	-1.127	0.25974	150053291	0.868982133333334	0	0	Primary	NA	C	992234598	1142287889	NA	NA
X5015.15	PLA2G7	6	1.092	0.2748	46704201	0.868982133333334	0	0	Primary	NA	C	1202467741	1249171942	NA	NA
X8264.43	DLL1	6	-1.125	0.2606	170282206	0.868982133333334	0	0	Primary	NA	C	1202467741	1372749947	NA	NA
X5034.79	PRSS2	7	-1.127	0.26	142760398	0.868982133333334	0	0	Primary	NA	C	1403002861	1545763259	NA	NA
X5080.131	GPNMB	7	1.171	0.242	23235967	0.868982133333334	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X16583.8	NUDT2	9	1.0951	0.27345	34329506	0.868982133333334	0	0	Primary	NA	C	1766574898	1800904404	NA	NA
X19617.5	PTGR1	9	-1.1858	0.23571	111549722	0.868982133333334	0	0	Primary	NA	C	1766574898	1878124620	NA	NA
X3421.54	TNFSF8	9	1.118	0.26357	114893343	0.868982133333334	0	0	Primary	NA	C	1766574898	1881468241	NA	NA
X6260.14	TNC	9	-1.1591	0.24641	115019575	0.868982133333334	0	0	Primary	NA	C	1766574898	1881594473	NA	NA
X8080.24	MSMP	9	-1.087	0.27704	35752990	0.868982133333334	0	0	Primary	NA	C	1766574898	1802327888	NA	NA
X9385.4	GAA	17	-1.069	0.285	80101533	0.8821875	0	0	Primary	NA	C	2955820772	3035922305	NA	NA
X20948.16	NUDT16	3	-1.071	0.28417	131381671	0.8821875	0	0	Primary	NA	C	548458626	679840297	NA	NA
X6079.59	PXYLP1	3	-1.0747	0.28253	141228726	0.8821875	0	0	Primary	NA	C	548458626	689687352	NA	NA
X5708.1	LEAP2	5	1.0708	0.28426	132873444	0.8821875	0	0	Primary	NA	C	992234598	1125108042	NA	NA
X16324.38	TLR1	4	-1.0632	0.28771	38790677	0.884755261437909	0	0	Primary	NA	C	775968409	814759086	NA	NA
X5737.61	SEMA4D	9	1.0646	0.28705	89360787	0.884755261437909	0	0	Primary	NA	C	1766574898	1855935685	NA	NA
X10472.53	TNFRSF14	1	-0.982	0.3261	2555639	0.888430167597765	0	0	Primary	NA	C	0	2555639	NA	NA
X10569.28	MFAP2	1	-1.03548	0.30045	16974502	0.888430167597765	0	0	Primary	NA	C	0	16974502	NA	NA
X14116.129	S100A4	1	-1.0093	0.31283	153543613	0.888430167597765	0	0	Primary	NA	C	0	153543613	NA	NA
X14208.3	RBP7	1	1.01338	0.31088	9997206	0.888430167597765	0	0	Primary	NA	C	0	9997206	NA	NA
X15395.15	GSTM1	1	-0.97444	0.32984	109687814	0.888430167597765	0	0	Primary	NA	C	0	109687814	NA	NA
X16614.27	RSPO1	1	0.97439	0.32986	37611350	0.888430167597765	0	0	Primary	NA	C	0	37611350	NA	NA
X3216.2	PIGR	1	1.00891	0.31302	206928522	0.888430167597765	0	0	Primary	NA	C	0	206928522	NA	NA
X3730.81	TNFRSF4	1	-0.983	0.32561	1211326	0.888430167597765	0	0	Primary	NA	C	0	1211326	NA	NA
X4187.49	PGD	1	0.96784	0.33312	10398592	0.888430167597765	0	0	Primary	NA	C	0	10398592	NA	NA
X4909.68	LGALS8	1	-0.982	0.3261	236518000	0.888430167597765	0	0	Primary	NA	C	0	236518000	NA	NA
X8953.47	HDGF	1	1.009	0.31297	156742109	0.888430167597765	0	0	Primary	NA	C	0	156742109	NA	NA
X6207.10	PSAP	10	1.032	0.3021	71816298	0.888430167597765	0	0	Primary	NA	C	1934034850	2005851148	NA	NA
X7128.9	VWA2	10	0.9773	0.3284	114239254	0.888430167597765	0	0	Primary	NA	C	1934034850	2048274104	NA	NA
X15516.12	SAA4	11	0.9995	0.31757	18231355	0.888430167597765	0	0	Primary	NA	C	2097428944	2115660299	NA	NA
X15384.15	KL	13	-1.002	0.316258	33016423	0.888430167597765	0	0	Primary	NA	C	2424451348	2457467771	NA	NA
X3184.25	F7	13	0.981	0.326593	113105788	0.888430167597765	0	0	Primary	NA	C	2424451348	2537557136	NA	NA
X20370.6	ACYP1	14	0.9775	0.3283	75053237	0.888430167597765	0	0	Primary	NA	C	2568732932	2643786169	NA	NA
X23380.16	L3HYPDH	14	0.978	0.3281	59460363	0.888430167597765	0	0	Primary	NA	C	2568732932	2628193295	NA	NA
X5694.57	SMOC1	14	1.037	0.2997	69854131	0.888430167597765	0	0	Primary	NA	C	2568732932	2638587063	NA	NA
X11117.2	SPATA20	17	1.027	0.304	50543058	0.888430167597765	0	0	Primary	NA	C	2955820772	3006363830	NA	NA
X13748.4	CCL8	17	0.958	0.338	34319435	0.888430167597765	0	0	Primary	NA	C	2955820772	2990140207	NA	NA
X3177.49	CA4	17	0.978	0.328	60149942	0.888430167597765	0	0	Primary	NA	C	2955820772	3015970714	NA	NA
X2831.29	KLK11	19	0.9631	0.336	51022216	0.888430167597765	0	0	Primary	NA	C	3178873248	3229895464	NA	NA
X2966.65	CLEC11A	19	0.965	0.335	50723364	0.888430167597765	0	0	Primary	NA	C	3178873248	3229596612	NA	NA
X3438.10	FSTL3	19	0.998	0.318	676392	0.888430167597765	0	0	Primary	NA	C	3178873248	3179549640	NA	NA
X8702.42	OSCAR	19	0.971	0.332	54094668	0.888430167597765	0	0	Primary	NA	C	3178873248	3232967916	NA	NA
X12646.2	RPE	2	-1.009	0.31297	210002565	0.888430167597765	0	0	Primary	NA	C	276724047	486726612	NA	NA
X14102.6	GNLY	2	1.0275	0.30418	85685175	0.888430167597765	0	0	Primary	NA	C	276724047	362409222	NA	NA
X16770.3	REG1B	2	-0.995	0.31976	79085023	0.888430167597765	0	0	Primary	NA	C	276724047	355809070	NA	NA
X3858.5	ACP1	2	-0.9794	0.32737	264140	0.888430167597765	0	0	Primary	NA	C	276724047	276988187	NA	NA
X11246.3	BPIFB1	20	-1.043	0.29695	33273480	0.888430167597765	0	0	Primary	NA	C	3267424814	3300698294	NA	NA
X3074.6	LBP	20	-1.029	0.30348	38346482	0.888430167597765	0	0	Primary	NA	C	3267424814	3305771296	NA	NA
X14091.42	CBR3	21	-0.975	0.32956	36135079	0.888430167597765	0	0	Primary	NA	C	3361319979	3397455058	NA	NA
X8323.163	TFF3	21	-0.963	0.33555	42311667	0.888430167597765	0	0	Primary	NA	C	3361319979	3403631646	NA	NA
X13102.1	FAM3D	3	0.9724	0.33087	58633946	0.888430167597765	0	0	Primary	NA	C	548458626	607092572	NA	NA
X16594.44	FAIM	3	0.9674	0.33334	138608606	0.888430167597765	0	0	Primary	NA	C	548458626	687067232	NA	NA
X17680.12	EPHB1	3	-0.9763	0.32894	134795260	0.888430167597765	0	0	Primary	NA	C	548458626	683253886	NA	NA
X20527.47	SEMA5B	3	-0.9612	0.33647	122909082	0.888430167597765	0	0	Primary	NA	C	548458626	671367708	NA	NA
X3367.8	FETUB	3	1.0215	0.307	186635969	0.888430167597765	0	0	Primary	NA	C	548458626	735094595	NA	NA
X4996.66	HRG	3	-1.004	0.31538	186660216	0.888430167597765	0	0	Primary	NA	C	548458626	735118842	NA	NA
X3651.50	KDR	4	-1.0255	0.30513	55078481	0.888430167597765	0	0	Primary	NA	C	775968409	831046890	NA	NA
X8014.359	MANEA	6	1.005	0.315	95577485	0.888430167597765	0	0	Primary	NA	C	1202467741	1298045226	NA	NA
X8330.1	LRP11	6	-1.031	0.3025	149818757	0.888430167597765	0	0	Primary	NA	C	1202467741	1352286498	NA	NA
X21547.6	FAM20C	7	-0.9954	0.32	192571	0.888430167597765	0	0	Primary	NA	C	1403002861	1403195432	NA	NA
X7866.11	DNAJC30	7	-0.9582	0.338	73680918	0.888430167597765	0	0	Primary	NA	C	1403002861	1476683779	NA	NA
X8240.207	GPNMB	7	0.9764	0.329	23235967	0.888430167597765	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X8606.39	GPNMB	7	1.005	0.315	23235967	0.888430167597765	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X6236.51	CTHRC1	8	1.022	0.3068	103371538	0.888430167597765	0	0	Primary	NA	C	1591733856	1695105394	NA	NA
X9713.67	PDGFRL	8	-0.9649	0.3346	17576433	0.888430167597765	0	0	Primary	NA	C	1591733856	1609310289	NA	NA
X23588.9	HSDL2	9	0.998	0.31828	112380080	0.888430167597765	0	0	Primary	NA	C	1766574898	1878954978	NA	NA
X3814.63	IL11RA	9	-0.9765	0.32882	34652162	0.888430167597765	0	0	Primary	NA	C	1766574898	1801227060	NA	NA
X5060.62	CD274	9	0.966	0.33406	5450503	0.888430167597765	0	0	Primary	NA	C	1766574898	1772025401	NA	NA
X21945.4	WNT5B	12	-0.941	0.3467	1529891	0.897292349726776	0	0	Primary	NA	C	2261682439	2263212330	NA	NA
X6227.1	KLK10	19	0.9368	0.349	51012739	0.897292349726776	0	0	Primary	NA	C	3178873248	3229885987	NA	NA
X8398.277	RARRES1	3	-0.9478	0.34322	158696892	0.897292349726776	0	0	Primary	NA	C	548458626	707155518	NA	NA
X15470.11	HEXB	5	-0.9442	0.34506	74640023	0.897292349726776	0	0	Primary	NA	C	992234598	1066874621	NA	NA
X2747.3	ULBP3	6	0.937	0.3487	150061053	0.897292349726776	0	0	Primary	NA	C	1202467741	1352528794	NA	NA
X3623.84	LY86	6	0.944	0.3452	6588108	0.897292349726776	0	0	Primary	NA	C	1202467741	1209055849	NA	NA
X8007.19	CTSB	8	-0.9385	0.348	11842524	0.897292349726776	0	0	Primary	NA	C	1591733856	1603576380	NA	NA
X7861.9	ROR2	9	-0.945	0.34466	91563091	0.897292349726776	0	0	Primary	NA	C	1766574898	1858137989	NA	NA
X19143.38	CYB5R2	11	-0.9319	0.3514	7665100	0.901001089918256	0	0	Primary	NA	C	2097428944	2105094044	NA	NA
X3603.60	CLEC7A	12	0.926	0.3544	10116777	0.901201973333333	0	0	Primary	NA	C	2261682439	2271799216	NA	NA
X20591.48	GLDN	15	-0.921	0.35705	51341655	0.901201973333333	0	0	Primary	NA	C	2704219249	2755560904	NA	NA
X3028.36	CCL23	17	-0.9218	0.357	36013056	0.901201973333333	0	0	Primary	NA	C	2955820772	2991833828	NA	NA
X9288.7	FKBP7	2	0.918	0.35862	178463664	0.901201973333333	0	0	Primary	NA	C	276724047	455187711	NA	NA
X5659.11	TRH	3	-0.9248	0.35509	129974688	0.901201973333333	0	0	Primary	NA	C	548458626	678433314	NA	NA
X10974.20	SPINK7	5	0.917	0.35914	148312419	0.901201973333333	0	0	Primary	NA	C	992234598	1140547017	NA	NA
X7251.64	C1QTNF3	5	-0.919	0.3581	34017858	0.901201973333333	0	0	Primary	NA	C	992234598	1026252456	NA	NA
X4930.21	STC1	8	0.921	0.3571	23841929	0.901201973333333	0	0	Primary	NA	C	1591733856	1615575785	NA	NA
X9484.75	DSG2	18	0.9123	0.3616	31498177	0.902561273209549	0	0	Primary	NA	C	3068900381	3100398558	NA	NA
X23371.5	NIF3L1	2	0.9134	0.36104	200889327	0.902561273209549	0	0	Primary	NA	C	276724047	477613374	NA	NA
X15388.24	FCGR3A	1	0.90974	0.36296	161541759	0.903559153439153	0	0	Primary	NA	C	0	161541759	NA	NA
X14139.16	NRG4	15	0.906	0.364936	75935969	0.903855263157895	0	0	Primary	NA	C	2704219249	2780155218	NA	NA
X6433.57	FAM20A	17	-0.905	0.365	68535113	0.903855263157895	0	0	Primary	NA	C	2955820772	3024355885	NA	NA
X9383.24	CHI3L2	1	-0.902	0.36706	111200771	0.906570761154856	0	0	Primary	NA	C	0	111200771	NA	NA
X3509.1	CCL15	17	0.8978	0.369	35996440	0.906603133159269	0	0	Primary	NA	C	2955820772	2991817212	NA	NA
X9061.3	ARHGEF10	8	0.899	0.3687	1823926	0.906603133159269	0	0	Primary	NA	C	1591733856	1593557782	NA	NA
X3291.30	FCER2	19	0.896	0.37	7688758	0.906692708333333	0	0	Primary	NA	C	3178873248	3186562006	NA	NA
X5701.81	CLEC3B	3	0.8943	0.37114	45001548	0.907124	0	0	Primary	NA	C	548458626	593460174	NA	NA
X3323.37	LRP8	1	0.89	0.37347	53242364	0.907270957178841	0	0	Primary	NA	C	0	53242364	NA	NA
X3642.4	CD84	1	0.879	0.3794	160541095	0.907270957178841	0	0	Primary	NA	C	0	160541095	NA	NA
X5483.1	RGMA	15	0.88	0.378836	93035271	0.907270957178841	0	0	Primary	NA	C	2704219249	2797254520	NA	NA
X12434.25	IST1	16	-0.877	0.3805	71845996	0.907270957178841	0	0	Primary	NA	C	2835872847	2907718843	NA	NA
X9837.60	NQO1	16	-0.87453	0.3818	69706996	0.907270957178841	0	0	Primary	NA	C	2835872847	2905579843	NA	NA
X16609.106	KIRREL2	19	-0.875	0.382	35855861	0.907270957178841	0	0	Primary	NA	C	3178873248	3214729109	NA	NA
X7775.15	KLK11	19	0.8847	0.376	51022216	0.907270957178841	0	0	Primary	NA	C	3178873248	3229895464	NA	NA
X3169.70	IDUA	4	-0.8728	0.38277	986997	0.907270957178841	0	0	Primary	NA	C	775968409	776955406	NA	NA
X15480.2	VNN2	6	-0.884	0.3769	132743870	0.907270957178841	0	0	Primary	NA	C	1202467741	1335211611	NA	NA
X10612.18	PLOD3	7	-0.8751	0.382	101205977	0.907270957178841	0	0	Primary	NA	C	1403002861	1504208838	NA	NA
X8289.8	GPNMB	7	0.8815	0.378	23235967	0.907270957178841	0	0	Primary	NA	C	1403002861	1426238828	NA	NA
X19273.3	GSR	8	-0.8735	0.3824	30678066	0.907270957178841	0	0	Primary	NA	C	1591733856	1622411922	NA	NA
X4500.50	CLEC11A	19	-0.8681	0.385	50723364	0.907982456140351	0	0	Primary	NA	C	3178873248	3229596612	NA	NA
X18864.7	PRSS3	9	0.8699	0.38436	33750679	0.907982456140351	0	0	Primary	NA	C	1766574898	1800325577	NA	NA
X3666.17	CFHR5	1	-0.85725	0.39131	196975010	0.920556775	0	0	Primary	NA	C	0	196975010	NA	NA
X3046.31	RETN	19	-0.8544	0.393	7669049	0.921783052109181	0	0	Primary	NA	C	3178873248	3186542297	NA	NA
X4721.54	TFF3	21	0.851	0.39477	42311667	0.921783052109181	0	0	Primary	NA	C	3361319979	3403631646	NA	NA
X5675.6	TNC	9	-0.8517	0.39438	115019575	0.921783052109181	0	0	Primary	NA	C	1766574898	1881594473	NA	NA
X21766.50	SGSH	17	-0.8433	0.399	80206716	0.92935396039604	0	0	Primary	NA	C	2955820772	3036027488	NA	NA
X6897.38	B3GAT3	11	-0.84	0.40091	62615296	0.93045987745098	0	0	Primary	NA	C	2097428944	2160044240	NA	NA
X22576.1	CD209	19	-0.8359	0.403	7739993	0.93045987745098	0	0	Primary	NA	C	3178873248	3186613241	NA	NA
X8960.3	ERAP2	5	-0.8355	0.40343	96875986	0.93045987745098	0	0	Primary	NA	C	992234598	1089110584	NA	NA
X2573.20	IL6	7	0.838	0.402	22725884	0.93045987745098	0	0	Primary	NA	C	1403002861	1425728745	NA	NA
X2977.7	EDAR	2	0.8328	0.40493	108894471	0.930513917274939	0	0	Primary	NA	C	276724047	385618518	NA	NA
X9175.48	DSCAM	21	-0.831	0.40589	40010999	0.930513917274939	0	0	Primary	NA	C	3361319979	3401330978	NA	NA
X23257.14	COMMD10	5	0.8302	0.40642	116085016	0.930513917274939	0	0	Primary	NA	C	992234598	1108319614	NA	NA
X15455.40	ADAM15	1	-0.79852	0.42457	155050566	0.930856192660551	0	0	Primary	NA	C	0	155050566	NA	NA
X15602.43	IL6R	1	-0.80258	0.42222	154405193	0.930856192660551	0	0	Primary	NA	C	0	154405193	NA	NA
X2809.25	ADAMTS4	1	0.79083	0.42904	161184302	0.930856192660551	0	0	Primary	NA	C	0	161184302	NA	NA
X8776.10	ERLIN1	10	-0.803	0.422	100150094	0.930856192660551	0	0	Primary	NA	C	1934034850	2034184944	NA	NA
X3449.58	SERPINA4	14	-0.8182	0.4133	94561442	0.930856192660551	0	0	Primary	NA	C	2568732932	2663294374	NA	NA
X9321.400	NMB	15	0.81	0.417893	84655129	0.930856192660551	0	0	Primary	NA	C	2704219249	2788874378	NA	NA
X8310.6	ZG16B	16	0.801	0.4231	2830253	0.930856192660551	0	0	Primary	NA	C	2835872847	2838703100	NA	NA
X9316.67	WFDC1	16	-0.79402	0.4272	84294846	0.930856192660551	0	0	Primary	NA	C	2835872847	2920167693	NA	NA
X16781.2	ENGASE	17	-0.814	0.416	79074824	0.930856192660551	0	0	Primary	NA	C	2955820772	3034895596	NA	NA
X19135.5	NT5C3B	17	-0.7957	0.426	41825057	0.930856192660551	0	0	Primary	NA	C	2955820772	2997645829	NA	NA
X7870.8	CNDP1	18	0.787	0.4313	74534500	0.930856192660551	0	0	Primary	NA	C	3068900381	3143434881	NA	NA
X4546.27	ADGRE2	19	0.8023	0.422	14732392	0.930856192660551	0	0	Primary	NA	C	3178873248	3193605640	NA	NA
X2991.9	IL1R1	2	-0.805	0.42082	102064544	0.930856192660551	0	0	Primary	NA	C	276724047	378788591	NA	NA
X18916.25	ITPA	20	-0.821	0.41148	3208868	0.930856192660551	0	0	Primary	NA	C	3267424814	3270633682	NA	NA
X4407.10	MST1	3	-0.8151	0.41501	49683947	0.930856192660551	0	0	Primary	NA	C	548458626	598142573	NA	NA
X5084.154	IL17RB	3	-0.7875	0.43101	53846568	0.930856192660551	0	0	Primary	NA	C	548458626	602305194	NA	NA
X6359.50	POMGNT2	3	-0.7884	0.43046	43079229	0.930856192660551	0	0	Primary	NA	C	548458626	591537855	NA	NA
X6565.68	CDCP1	3	0.8196	0.41243	45082277	0.930856192660551	0	0	Primary	NA	C	548458626	593540903	NA	NA
X7099.33	FSTL5	4	-0.8124	0.41656	161383897	0.930856192660551	0	0	Primary	NA	C	775968409	937352306	NA	NA
X12612.37	PSMB1	6	0.825	0.4094	170535120	0.930856192660551	0	0	Primary	NA	C	1202467741	1373002861	NA	NA
X3676.15	IGF2R	6	-0.808	0.4191	159969082	0.930856192660551	0	0	Primary	NA	C	1202467741	1362436823	NA	NA
X23580.2	PRR15	7	0.8059	0.42	29563835	0.930856192660551	0	0	Primary	NA	C	1403002861	1432566696	NA	NA
X3431.54	EPHA1	7	0.804	0.421	143390289	0.930856192660551	0	0	Primary	NA	C	1403002861	1546393150	NA	NA
X5581.28	FGL1	8	-0.7942	0.4271	17864380	0.930856192660551	0	0	Primary	NA	C	1591733856	1609598236	NA	NA
X9253.52	ABO	9	-0.79	0.42953	133250401	0.930856192660551	0	0	Primary	NA	C	1766574898	1899825299	NA	NA
X24215.8	PRRX1	1	-0.78	0.43539	170662728	0.933531746031746	0	0	Primary	NA	C	0	170662728	NA	NA
X9265.10	GLIPR1	12	0.7764	0.4375	75480753	0.933531746031746	0	0	Primary	NA	C	2261682439	2337163192	NA	NA
X5424.55	TNFRSF11A	18	-0.7764	0.4375	62325287	0.933531746031746	0	0	Primary	NA	C	3068900381	3131225668	NA	NA
X13405.61	SPINK2	4	-0.7818	0.43435	56809860	0.933531746031746	0	0	Primary	NA	C	775968409	832778269	NA	NA
X21661.82	FAM20C	7	-0.7774	0.437	192571	0.933531746031746	0	0	Primary	NA	C	1403002861	1403195432	NA	NA
X10620.21	MSMB	10	0.7697	0.4415	46033307	0.933598876404495	0	0	Primary	NA	C	1934034850	1980068157	NA	NA
X21999.61	NUCB2	11	0.7725	0.43984	17208153	0.933598876404495	0	0	Primary	NA	C	2097428944	2114637097	NA	NA
X8296.117	POGLUT3	11	0.7745	0.43861	108472112	0.933598876404495	0	0	Primary	NA	C	2097428944	2205901056	NA	NA
X7875.86	PLEK	2	0.77	0.44133	68365282	0.933598876404495	0	0	Primary	NA	C	276724047	345089329	NA	NA
X3583.54	ARSA	22	0.76682	0.4432	50622754	0.935092376681614	0	0	Primary	NA	C	3437918941	3488541695	NA	NA
X7156.2	FUT10	8	-0.7651	0.4442	33370824	0.935105592841163	0	0	Primary	NA	C	1591733856	1625104680	NA	NA
X15499.11	ATRN	20	-0.756	0.44987	3471018	0.938085398230088	0	0	Primary	NA	C	3267424814	3270895832	NA	NA
X6462.12	TIMP4	3	0.7548	0.45039	12153068	0.938085398230088	0	0	Primary	NA	C	548458626	560611694	NA	NA
X23326.10	GSTA2	6	-0.758	0.4485	52750087	0.938085398230088	0	0	Primary	NA	C	1202467741	1255217828	NA	NA
X16613.3	CDH17	8	0.7546	0.4505	94127162	0.938085398230088	0	0	Primary	NA	C	1591733856	1685861018	NA	NA
X22959.32	DKK4	8	0.7545	0.4506	42374063	0.938085398230088	0	0	Primary	NA	C	1591733856	1634107919	NA	NA
X11102.22	REG4	1	-0.71959	0.47178	119794017	0.941	0	0	Primary	NA	C	0	119794017	NA	NA
X11142.11	ANGPTL1	1	0.71246	0.47618	178849535	0.941	0	0	Primary	NA	C	0	178849535	NA	NA
X15617.8	XCL2	1	0.684	0.49398	168540768	0.941	0	0	Primary	NA	C	0	168540768	NA	NA
X16621.77	NAXE	1	0.68486	0.49343	156591756	0.941	0	0	Primary	NA	C	0	156591756	NA	NA
X23521.29	NME7	1	-0.677	0.49841	169132531	0.941	0	0	Primary	NA	C	0	169132531	NA	NA
X2605.49	TNFRSF8	1	-0.689	0.49082	12063303	0.941	0	0	Primary	NA	C	0	12063303	NA	NA
X3396.54	REN	1	-0.73103	0.46476	204154819	0.941	0	0	Primary	NA	C	0	204154819	NA	NA
X4979.34	DPT	1	0.71486	0.4747	168695468	0.941	0	0	Primary	NA	C	0	168695468	NA	NA
X5982.50	CFHR1	1	0.698	0.48518	196819731	0.941	0	0	Primary	NA	C	0	196819731	NA	NA
X9443.137	CTSK	1	0.674	0.50031	150794880	0.941	0	0	Primary	NA	C	0	150794880	NA	NA
X9580.5	LAMC2	1	-0.72134	0.4707	183186238	0.941	0	0	Primary	NA	C	0	183186238	NA	NA
X17513.11	ANXA11	10	-0.678	0.4978	80150889	0.941	0	0	Primary	NA	C	1934034850	2014185739	NA	NA
X20512.2	MCAM	11	0.687	0.49208	119308529	0.941	0	0	Primary	NA	C	2097428944	2216737473	NA	NA
X4911.49	GSTP1	11	-0.729	0.466	67583742	0.941	0	0	Primary	NA	C	2097428944	2165012686	NA	NA
X6544.33	NELL1	11	-0.733	0.46359	20669551	0.941	0	0	Primary	NA	C	2097428944	2118098495	NA	NA
X7893.19	OLR1	12	0.7314	0.4646	10158301	0.941	0	0	Primary	NA	C	2261682439	2271840740	NA	NA
X21390.68	DCT	13	-0.738	0.460329	94436811	0.941	0	0	Primary	NA	C	2424451348	2518888159	NA	NA
X14105.5	SERPINA4	14	-0.7085	0.4786	94561442	0.941	0	0	Primary	NA	C	2568732932	2663294374	NA	NA
X8394.56	RNASE2	14	-0.6921	0.4889	20955487	0.941	0	0	Primary	NA	C	2568732932	2589688419	NA	NA
X22129.55	ELL3	15	0.741	0.458585	43772605	0.941	0	0	Primary	NA	C	2704219249	2747991854	NA	NA
X21108.5	CPPED1	16	0.74688	0.4551	12659799	0.941	0	0	Primary	NA	C	2835872847	2848532646	NA	NA
X2813.11	AGRP	16	0.696	0.4864	67482571	0.941	0	0	Primary	NA	C	2835872847	2903355418	NA	NA
X4160.49	MMP2	16	-0.67879	0.4973	55389700	0.941	0	0	Primary	NA	C	2835872847	2891262547	NA	NA
X2913.1	CCL23	17	-0.7327	0.464	36013056	0.941	0	0	Primary	NA	C	2955820772	2991833828	NA	NA
X8005.1	MXRA7	17	0.6988	0.485	76672551	0.941	0	0	Primary	NA	C	2955820772	3032493323	NA	NA
X10832.24	B4GALT6	18	0.749	0.4539	31622246	0.941	0	0	Primary	NA	C	3068900381	3100522627	NA	NA
X2946.52	CFD	19	0.6761	0.499	859453	0.941	0	0	Primary	NA	C	3178873248	3179732701	NA	NA
X3029.52	CD209	19	-0.731	0.465	7739993	0.941	0	0	Primary	NA	C	3178873248	3186613241	NA	NA
X4374.45	GDF15	19	0.7169	0.473	18374731	0.941	0	0	Primary	NA	C	3178873248	3197247979	NA	NA
X5132.71	IL27RA	19	-0.6728	0.501	14031762	0.941	0	0	Primary	NA	C	3178873248	3192905010	NA	NA
X12396.19	HIBCH	2	-0.691	0.48957	190189735	0.941	0	0	Primary	NA	C	276724047	466913782	NA	NA
X20572.6	MERTK	2	0.713	0.47585	111898607	0.941	0	0	Primary	NA	C	276724047	388622654	NA	NA
X24490.16	THAP4	2	0.708	0.47895	241584405	0.941	0	0	Primary	NA	C	276724047	518308452	NA	NA
X3195.50	GNLY	2	0.724	0.46907	85685175	0.941	0	0	Primary	NA	C	276724047	362409222	NA	NA
X4559.64	KYNU	2	0.725	0.46845	142877657	0.941	0	0	Primary	NA	C	276724047	419601704	NA	NA
X2992.59	IL17RA	22	0.74867	0.4541	17084954	0.941	0	0	Primary	NA	C	3437918941	3455003895	NA	NA
X8759.29	A4GALT	22	0.6815	0.4956	42692121	0.941	0	0	Primary	NA	C	3437918941	3480611062	NA	NA
X8239.223	BCHE	3	0.6801	0.49641	165772904	0.941	0	0	Primary	NA	C	548458626	714231530	NA	NA
X9269.7	BTD	3	-0.695	0.48706	15601341	0.941	0	0	Primary	NA	C	548458626	564059967	NA	NA
X11257.1	QDPR	4	0.6749	0.49974	17460261	0.941	0	0	Primary	NA	C	775968409	793428670	NA	NA
X14158.17	ANXA5	4	0.689	0.49082	121667946	0.941	0	0	Primary	NA	C	775968409	897636355	NA	NA
X5660.51	SOD3	4	-0.711	0.47708	24789912	0.941	0	0	Primary	NA	C	775968409	800758321	NA	NA
X6546.41	DKK2	4	0.743	0.45748	106921802	0.941	0	0	Primary	NA	C	775968409	882890211	NA	NA
X8463.2	SOD3	4	-0.711	0.47708	24789912	0.941	0	0	Primary	NA	C	775968409	800758321	NA	NA
X9251.28	MAN2B2	4	0.689	0.49082	6575189	0.941	0	0	Primary	NA	C	775968409	782543598	NA	NA
X6920.1	GFRAL	6	-0.703	0.4821	55327469	0.941	0	0	Primary	NA	C	1202467741	1257795210	NA	NA
X21889.2	GGCT	7	0.7388	0.46	30496621	0.941	0	0	Primary	NA	C	1403002861	1433499482	NA	NA
X9854.36	AKR1B1	7	0.719	0.472	134442356	0.941	0	0	Primary	NA	C	1403002861	1537445217	NA	NA
X3175.51	ADAMTS13	9	0.6732	0.50083	133414358	0.941	0	0	Primary	NA	C	1766574898	1899989256	NA	NA
X5400.52	LEPR	1	-0.668	0.50413	65420652	0.943113976143141	0	0	Primary	NA	C	0	65420652	NA	NA
X15544.25	KLK14	19	0.6687	0.504	51077495	0.943113976143141	0	0	Primary	NA	C	3178873248	3229950743	NA	NA
X7776.20	UNC5B	10	-0.6651	0.506	71212570	0.944734126984127	0	0	Primary	NA	C	1934034850	2005247420	NA	NA
X15471.29	PNLIPRP2	10	-0.657	0.5112	116620953	0.946082504892368	0	0	Primary	NA	C	1934034850	2050655803	NA	NA
X5656.53	ENDOU	12	0.66	0.5093	47709734	0.946082504892368	0	0	Primary	NA	C	2261682439	2309392173	NA	NA
X19748.3	MVD	16	-0.66146	0.5083	88651935	0.946082504892368	0	0	Primary	NA	C	2835872847	2924524782	NA	NA
X5837.49	LIFR	5	0.657	0.51118	38474668	0.946082504892368	0	0	Primary	NA	C	992234598	1030709266	NA	NA
