Analytes	EntrezGeneSymbol
X23152.49	TNFAIP1
X23156.146	CASP10
X23161.3	KCTD6
X23162.36	MAP3K10
X23164.8	MPC1
X23173.3	TIMP1
X23176.17	DAG1
X23178.95	HNMT
X23181.2	LTK
X23183.6	RNF31
X23187.9	VCPIP1
X23200.25	C1QTNF4
X23202.78	ART5
X23203.3	SCPEP1
X23210.4	ETV2
X23212.8	EURL
X23213.21	CFAP300
X23224.11	RGN
X23225.26	TRIM62
X23226.42	ATP5PB
X23228.2	C12orf76
X23241.27	TIMM10B
X23242.2	SSNA1
X23243.120	RPS25
X23245.5	SPATC1L
X23246.67	BLOC1S1
X23248.1	XAGE2
X23250.3	TCEAL4
X23252.4	DNAJB3
X23253.5	COMTD1
X23254.31	NDUFAF3
X23255.7	RAB33A
X23256.21	TLDC2
X23257.14	COMMD10
X23258.56	COA7
X23259.23	EEF1AKMT1
X23261.27	C1orf50
X23262.11	CRYBB3
X23263.9	KCTD15
X23264.42	MED10
X23265.15	TPD52L2
X23266.62	MITD1
X23267.5	KCTD6
X23268.15	FRG1
X23269.40	CMTM4
X23270.14	SPATA33
X23272.8	DPCD
X23273.42	C22orf23
X23274.27	EFCAB1
X23275.9	SSPN
X23276.14	C2orf68
X23278.13	MRPL12
X23280.9	AKIRIN2
X23281.29	ARL8A
X23282.19	RAB37
X23284.5	LMO4
X23285.51	KCTD2
X23286.2	RNF141
X23287.109	NDUFB6
X23288.28	LRRC20
X23289.25	NEUROG1
X23290.3	SMN1
X23291.18	PID1
X23292.1	CEP112
X23294.19	MLX
X23296.29	SFRP5
X23298.148	THEM4
X23299.52	TPPP
X2330.2	CXCL12
X23300.3	RBPMS2
X23301.2	MSX2
X23302.19	AKT1S1
X23305.38	REEP2
X23306.37	PMF1
X23307.7	CLUAP1
X23308.31	KCTD1
X23309.11	PSMC3IP
X23310.51	RAB38
X23311.19	RPP25
X23312.16	RABL3
X23314.46	CCDC103
X23315.30	FAM9B
X23317.10	DHRS11
X23318.60	PCTP
X23319.6	ZFAND2B
X23320.11	MVB12B
X23321.42	INO80E
X23322.2	MSC
X23323.25	DUPD1
X23324.6	HSPB3
X23325.18	BMERB1
X23326.10	GSTA2
X23327.1	BORCS5
X23329.52	RAB4B
X2333.72	TGFB1
X23330.12	GUCD1
X23334.21	LCE3C
X23335.31	FAM229A
X23336.2	KCNRG
X23337.54	KCTD10
X23339.46	TCF24
X23340.37	MRI1
X23341.16	DMC1
X23342.4	ARRDC5
X23343.6	ROGDI
X23345.2	NECAB1
X23350.66	FAM118B
X23352.9	DTNBP1
X23354.12	CRYBA2
X23356.32	CCDC24
X23358.42	FAM118A
X23359.25	WTAP
X23361.20	RBM4
X23363.41	PCBP2
X23364.3	UCK1
X23365.7	FNDC8
X23366.15	UBL7
X23367.8	ANKRD40
X23369.17	PHYH
X23370.39	KCNAB3
X23371.5	NIF3L1
X23373.77	DPH5
X23374.42	NECAB3
X23375.4	RFPL3
X23376.56	ARPC2
X23378.29	CGGBP1
X23379.60	C16orf72
X23380.16	L3HYPDH
X23381.8	SEPTIN1
X23382.30	VCX3A
X23384.19	KCTD17
X23385.18	CASTOR1
X23386.38	
X23387.18	TIPRL
X23389.28	FAHD2A
X23392.41	PLEKHA3
X23393.56	ABHD5
X23394.125	GAS2
X23395.5	KHDRBS2
X23396.21	TWF2
X23398.1	POLR2M
X23401.3	DAZAP1
X23402.147	GDAP1L1
X23403.64	CDC42EP4
X23405.33	HORMAD2
X23406.3	RASSF5
X23407.9	OLAH
X23408.1	SNX16
X23409.83	SYAP1
X23410.46	EIF3M
X23411.108	PNMA2
X23413.38	ANKRD45
X23414.12	ZNF483
X23416.47	SNX15
X23418.66	CCDC92
X23424.4	ANKRD63
X23425.19	ERMN
X23426.1	VCX
X23518.7	FAM151B
X23519.91	TMEM221
X23520.60	MBLAC2
X23521.29	NME7
X23522.1	GIMD1
X23523.14	CYRIA
X23524.2	NTAN1
X23525.27	NOSIP
X23526.25	KTI12
X23528.199	PHYHIPL
X23529.11	STARD7
X23531.79	HSH2D
X23535.3	DENND10
X23536.14	C19orf84
X23537.4	SP6
X23540.3	MNAT1
X23541.61	CLYBL
X23542.8	GOLPH3L
X23543.92	TRUB1
X23544.10	TCP10L3
X23545.6	NDEL1
X23546.9	HAGHL
X23547.21	TCEA3
X23550.10	KDF1
X23553.1	ABI3
X23554.2	SHD
X23555.11	RRAD
X23556.4	VGLL4
X23557.110	CAPZB
X23558.33	METTL2B
X23559.10	DDRGK1
X23561.4	CCDC97
X23564.83	METTL21C
X23566.6	APOL2
X23567.37	GNAQ
X23568.41	MEIS2
X23569.53	STARD10
X23570.87	ZKSCAN7
X23571.93	YJU2
X23572.186	TYW3
X23575.58	COX19
X23576.46	BEX4
X23578.6	SMIM3
X23579.3	CT83
X2358.19	FLT4
X23580.2	PRR15
X23581.131	GHRL
X23584.2	NUDT15
X23586.32	CTAG1A
X23588.9	HSDL2
X23589.21	PPP1R27
X23591.9	EXD1
X23593.14	MB21D2
X23594.2	NR2C2AP
X23595.6	LACC1
X23596.17	CCDC89
X23597.11	AGFG2
X23601.43	ACOT12
X23602.35	NAPEPLD
X23605.3	TCP11L1
X23606.18	SAMD4B
X23607.1	C16orf71
X23611.16	MARVELD2
X23615.4	TRMT112
X23617.15	HYPK
X23618.23	ZNF593
X23619.235	C19orf53
X23620.16	RCSD1
X23621.326	TIMM13
X23622.128	INIP
X23623.48	NUDT11
X23624.34	PSENEN
X23625.44	KIAA1143
X23627.3	SDHAF4
X23629.4	VMAC
X23631.1	GALK2
X23632.22	SLFNL1
X23637.55	RNF25
X23638.3	CARNMT1
X23639.93	NPEPL1
X23640.10	EHD2
X23644.19	TKFC
X23645.49	HACL1
X23646.5	AIPL1
X23648.36	DDI1
X23649.6	KLHL2
X23650.2	DMTN
X23652.15	PIPOX
X23654.6	ALG2
X23656.9	PUS7
X23657.102	HNRNPLL
X23658.1	NARS2
X23659.2	BZW2
X23660.112	KLHL41
X23661.61	XPNPEP3
X23662.10	SH3BP5
X23663.28	ATP6V1C1
X23664.17	RTKN
X23665.35	PSMC3
X23666.35	ATIC
X23668.281	MIEF1
X23669.20	GFPT2
X23670.11	DPH2
X23671.11	SPDL1
X23672.10	PSMD6
X23673.9	DBT
X23675.16	CEP76
X23677.30	NCKIPSD
X23678.132	SOX10
X23679.43	DSCC1
X23680.1	ZC3H12A
X23682.79	HENMT1
X23683.79	TRIM55
X23685.132	M1AP
X23686.44	CWF19L1
X23687.27	TBC1D20
X23689.52	CPNE6
X23690.228	RBM41
X23691.2	TTLL12
X23693.4	MKNK1
X23695.1	FSD1
X23696.256	TRMT6
X23699.61	DLST
X23700.42	ABCF3
X23702.98	SHKBP1
X23703.8	PDLIM5
X23704.11	C2CD2L
X23705.42	CTPS1
X23706.13	TRMT61B
X23767.1	C11orf49
X23783.22	FAM110A
X2381.52	C5
X23903.3	GOT2
X23915.18	RAB7A
X23923.26	PPM1F
X23929.159	PRRT2
X23967.8	PAGR1
X23981.172	CPA1
X24011.27	VSIG10L
X24013.6	GRM4
X24023.35	PROCR
X24027.32	IFNE
X24050.26	GSK3B
X24055.44	CSTF1
X24111.10	EEF1G
X24179.48	PTER
X2418.55	APOE
X24201.86	PAGE4
X2421.7	BDNF
X24211.25	HMGCL
X24215.8	PRRX1
X24216.30	AAMDC
X24217.2	S100A8
X24221.3	PPARG
X24222.10	NELFA
X24223.5	GSTT2
X24226.30	FSCN1
X24235.2	EHD1
X24236.46	VAT1L
X24237.115	CACNB3
X24244.81	RILP
X24245.2	KLC3
X24247.13	C15orf40
X24251.44	RPP25L
X24252.85	C12orf65
X24253.5	GSPT2
X24255.38	EPN1
X24256.7	KLHL40
X24259.24	FOXP4
X24260.4	SETD3
X24261.202	DAPK3
X24263.6	OCLN
X24265.6	MPP2
X24266.2	MEF2D
X24267.24	PWWP2B
X24268.21	GAB1
X24271.9	GMPPA
X24273.43	NME8
X24276.171	TTC25
X24277.22	CPNE7
X24278.4	USP3
X24279.30	UTP6
X24286.48	MEIG1
X24289.1	LSMEM1
X2429.27	C8A|C8B|C8G
X24290.5	C20orf202
X24293.39	SCP2
X24294.13	CHTF8
X24299.1	CEACAM16
X24304.3	CRACR2A
X24307.22	KDM8
X24309.14	SYTL2
X2431.17	CTSG
X24314.9	TRAPPC13
X24316.10	BMT2
X24318.13	FGD2
X24319.19	CRPPA
X24320.3	TRIM72
X24321.67	NARF
X24322.1	GTF2E1
X24323.43	BROX
X2436.49	CXCL16
X24407.31	KIF3C
X24408.30	MBNL1
X24409.2	RDH13
X2441.2	FGF10
X24411.144	LRSAM1
X24412.1	SYCE1L
X24413.96	NUDT7
X24414.3	PYGB
X24416.20	SND1
X24417.22	RABEP1
X24418.14	HMX3
X24419.3	MOCOS
X24420.57	DOHH
X24422.36	SPATA24
X24423.9	PPP1R3G
X24424.25	TBC1D25
X24425.8	MARS1
X24426.15	CTNNA1
X24426.191	CTNNA1
X24427.33	INPP4B
X24428.76	GDPD1
X2443.10	FGF8
X24430.11	ZNF580
X24431.32	CMTR1
X24432.3	GRIPAP1
X24434.16	PHYHIP
X24435.1	DNM1
X24436.23	DLGAP4
X24437.6	YJEFN3
X24440.11	KCTD3
X24441.7	NCBP1
X24443.8	MORF4L2
X24444.10	TTC27
X24445.38	AFAP1L2
X24446.65	MBNL2
X24447.26	FAM221A
X24449.11	CRYGA
X24450.96	C19orf54
X24453.75	HCCS
X24454.27	MTHFD2L
X24455.2	ASAP3
X24456.3	VSX1
X24457.12	USF2
X24459.15	COPB2
X24462.4	CNGB1
X24463.1	NDRG2
X24465.28	SSX4
X24468.36	ADD2
X24469.10	LPIN1
X2447.7	PLA2G2E
X24470.20	PCBP3
X24471.2	SETBP1
X24472.28	SHARPIN
X24473.11	CT45A3
X24474.12	TTC9
X24475.45	SNX12
X24476.18	ASCC2
X24479.25	TMEM225B
X24486.1	BCL11A
X24487.95	BLOC1S3
X24488.8	HID1
X24489.34	HES3
X2449.1	PLA2G5
X24490.16	THAP4
X24493.10	MTMR7
X24494.67	KATNAL1
X24496.26	RILPL1
X24497.8	TRIML1
X24499.36	LGSN
X24634.1	RIPPLY3
X24635.25	TRAPPC6A
X24636.9	DRAP1
X24637.3	TCEAL5
X24638.3	FAM89B
X24640.63	HEY1
X24641.10	CLDN1
X24642.21	FAM92A
X24643.21	CRYL1
X24645.2	BIN3
X24646.47	AGXT
X24647.3	APOBEC2
X24648.8	SLBP
X24649.11	NTAQ1
X24651.1	RTN1
X24654.13	HES6
X24655.23	RILPL2
X24656.6	PHETA2
X24658.98	CCDC115
X24659.6	DNAJB13
X24661.4	MAP6D1
X24662.78	TTC36
X24664.3	EMC10
X24665.48	REM1
X24667.27	CT45A1
X24669.12	DNAJC5B
X24670.1	PIH1D1
X24671.15	PYCARD
X24674.22	EGLN2
X24675.2	MAST4
X24676.105	CFAP298
X24677.106	RER1
X24678.10	AVEN
X24679.35	ETV7
X2468.62	CCL20
X24680.51	TMX1
X24681.2	PSPH
X24683.11	GIMAP7
X24684.7	GIMAP4
X24685.12	SNX11
X24686.19	ACBD4
X24687.18	TTPAL
X24688.9	DMRTB1
X24689.9	CAVIN1
X24690.1	CABP2
X24693.5	CLIC3
X24695.8	PLEKHB1
X24696.14	MAGIX
X24697.48	HNRNPA0
X24698.12	PRPF18
X24699.20	ARL6IP1
X24701.21	DTNA
X24702.31	CCDC149
X24704.38	COMMD5
X24706.73	CFDP1
X24707.6	CXorf38
X24708.7	DHRS3
X24710.1	MTUS2
X24711.21	SHOX
X24712.6	GTPBP10
X24713.4	MAGIX
X24717.26	PTPA
X24718.8	LRRC75A
X24720.10	ANKRD16
X24721.17	GOLPH3
X24722.13	SPIN3
X24723.58	EIF2S2
X24724.4	VPS26B
X24725.4	COPS5
X2474.54	APCS
X2475.1	KIT
X2480.58	TIMP3
X24891.54	EPS8L2
X24892.8	SHCBP1L
X24895.25	FCHSD1
X24896.5	MEN1
X24898.39	SCFD1
X24899.13	EPS8L1
X24900.46	VPS9D1
X24901.4	VIL1
X24902.84	GPHN
X24903.7	KLHL14
X24904.121	STXBP4
X24905.22	EOLA1
X24907.3	PMPCA
X24908.19	AMPH
X24909.40	PLCD1
X24910.18	NONO
X24911.57	MVP
X24912.40	WDR26
X24914.10	EZH2
X24915.123	CAPN13
X24917.95	DNAJC1
X24920.6	GLS
X24921.73	HIRIP3
X24922.19	NHLRC2
X24923.27	SCRN3
X24926.9	KHSRP
X24928.20	MZT2A
X24929.26	SOX6
X24931.9	EPS8L3
X24934.96	OGFR
X24935.62	FOXP1
X24937.7	ARHGAP26
X24938.7	AP2B1
X24940.3	IKBKB
X24941.14	CLUH
X24942.22	UNC13D
X24944.12	REPS2
X24945.16	SNX27
X24946.9	ARHGAP22
X24947.40	NUMBL
X24948.79	PSPC1
X24950.21	SARG
X24951.3	VAC14
X24952.28	FUBP3
X24953.27	KIF3B
X24954.83	AP1B1
X24955.116	ZHX2
X24956.1	METTL3
X24957.6	ESPN
X24958.3	RFX5
X24959.20	CYB5R4
X24960.48	HIP1R
X24962.7	SH3KBP1
X24963.1	ARMC3
X24967.4	PCDH1
X24968.10	TIAM2
X24970.117	SRRT
X24971.2	INPP5F
X24973.11	MICALL1
X24975.3	FCRLA
X24977.18	VILL
X24979.17	EIF3B
X24981.8	DYNC1LI1
X24982.33	MPP5
X24983.119	ERC1
X2500.2	ANGPT4
X2501.51	CDH1
X25033.194	VCP
X25036.10	RANGAP1
X25037.4	DNPEP
X25038.5	WEE2
X25039.10	KLHL3
X25041.11	PFKFB4
X25042.3	ME2
X25043.74	OXCT1
X25048.30	PACSIN2
X25049.8	SCP2
X2505.49	GFRA3
X25050.82	TPP2
X25051.104	FTO
X25052.3	CRLF3
X25053.1	DYNC1LI2
X25054.15	PRPF19
X25055.56	OSBP
X25057.2	ACTN4
X25058.23	PITPNM3
X25059.18	HDAC6
X25060.18	ME1
X25061.8	ELMO2
X25064.34	INPP4A
X25065.22	MYBPH
X25066.32	GYG2
X25070.18	MICAL1
X25072.11	CHD1L
X25073.13	UBE4A
X25074.119	GK5
X25075.2	ZBTB10
X25076.2	SELENBP1
X25078.13	ATG4C
X25080.16	UGT2B15
X25081.6	FAM160B1
X25082.3	WASL
X25083.26	DIAPH1
X25085.37	ASPSCR1
X25086.83	GRAMD2B
X25087.11	DTNA
X25088.42	PHKA1
X25089.21	TRIM28
X25091.83	SRGAP2
X25092.32	DDX1
X25093.96	VANGL1
X25094.9	ACSS2
X25095.1	SNCAIP
X25096.58	MYBPC2
X25099.4	CADPS2
X25100.11	CMIP
X25102.23	ELP1
X25103.45	VPS53
X25104.10	TFCP2L1
X25105.70	EIF2A
X25105.87	EIF2A
X25108.6	ATE1
X25110.19	EXOC7
X25111.24	RAD18
X25112.6	RPS6KB2
X25114.256	TBC1D24
X25115.21	FHOD1
X25116.11	CCDC9
X25117.17	PGM5
X25118.45	BICD1
X25121.7	NOMO2
X25123.198	APEX2
X25124.21	ZBTB7A
X25125.7	STAC
X25126.19	HECW2
X2514.65	EFNB3
X2515.14	GFRA2
X2516.57	CCL21
X25209.15	FXYD2
X25211.14	GNG12
X25215.1	TIMM10
X25216.8	S100A8
X25217.35	SPANXA1
X25218.10	SPCS1
X25219.17	ATP6V1F
X25220.8	CYSRT1
X25225.14	FTHL17
X25227.20	TCEAL2
X2523.31	CCL5
X25232.4	EHD3
X25233.2	MPI
X25235.2	DPH7
X25236.11	METTL26
X2524.56	HMGB1
X25240.1	EEF2KMT
X25242.12	CATIP
X25244.9	HECTD3
X25245.22	RIC8A
X25247.12	ARMC8
X25248.28	NUMB
X25249.33	PDHA2
X25251.6	ENPP3
X25252.29	MTSS2
X25253.17	GNAS|GNAS
X25255.4	TMUB1
X25256.153	EEF1A1
X25256.23	EEF1A1
X25257.162	OLIG1
X25258.41	SPATA5
X25259.7	CYBC1
X25260.62	FAM219B
X25261.42	ANKS3
X25263.4	ARHGAP24
X25264.102	INPP5D
X25265.8	FNBP1
X25266.14	OSBPL1A
X25270.3	PML
X25274.2	ANKRD2
X25275.30	HDAC4
X25276.32	RABL6
X25277.51	PANK1
X25278.41	ARHGAP6
X25279.44	NVL
X25280.2	LIMD1
X25282.6	AZIN1
X25283.2	CTNNA3
X25284.47	UBA6
X25285.14	KBTBD11
X25286.33	RABGAP1L
X25287.7	EIF4G1
X25288.16	FMO3
X25291.27	PLEKHM2
X25292.4	CES3
X25292.6	CES3
X25296.3	AMOT
X25297.11	SH3PXD2B
X25298.53	KDM4C
X25299.11	NCOA7
X25300.39	MALT1
X25301.48	DYRK1A
X25306.51	DAXX
X25307.8	WDR18
X25308.8	LIMK1
X25409.5	CCDC140
X25412.53	FXYD6
X25413.80	GAGE2B
X25414.11	LCE3B
X25416.5	PRX
X25419.59	SPANXN4
X25422.58	RPP40
X25424.234	SYT12
X25428.103	IFRD1
X25433.25	NSUN6
X25437.18	ANKMY2
X25438.288	NT5DC1
X25444.29	INPP5A
X25446.34	DDI2
X25451.39	YAP1
X25452.16	MSANTD2
X25453.57	ROPN1B
X25456.73	PSMC5
X25459.3	MACROD2
X25460.36	IRF5
X25461.3	SAG
X25463.3	PRKAR2B
X25464.1	CYP2C19
X25465.42	MLIP
X25466.84	KMO
X25468.5	SOX9
X25472.12	BEGAIN
X25473.62	FNTA
X25479.8	LRRFIP2
X25480.21	UBAC1
X25481.66	ATXN10
X25482.5	NFIA
X25484.120	ARID3C
X25486.38	MRPL38
X25488.6	PLEKHO2
X25491.54	LNPK
X25492.7	TOM1
X25493.11	FAM221B
X25497.35	SEC14L4
X25499.37	DDHD2
X25500.6	RAB11FIP3
X25501.128	CLNK
X2558.51	POMC
X2567.5	CFI
X2570.72	IGFBP2
X2571.12	IGFBP3
X2573.20	IL6
X2575.5	LEP
X2578.67	CCL2
X2579.17	MMP9
X2580.83	MPO
X2585.2	PRL
X25879.6	KAT5
X25880.14	ALOX5
X25886.11	ABCD4
X25889.108	AIM2
X25895.29	CASP5
X25898.4	CHID1
X2590.69	ROR1
X25901.3	CRTC3
X25902.27	GLUD1
X25904.17	DOCK2
X25906.5	EEF1A1
X25907.47	EML2
X25912.131	FKBP1A
X25913.17	FTH1
X25917.12	HEXA
X25918.60	HLA-E
X25921.3	INHA
X25922.7	LRP5
X25926.29	LDB1
X25938.13	NEUROG3
X25941.4	OASL
X25947.116	PIK3C3
X25948.18	PKN2
X25949.3	PLCD3
X25951.17	PRAME
X25954.3	PTPRN
X25956.9	RAPGEF1
X25957.5	SRY
X25960.15	PLS3
X25962.51	WNK1
X25963.2	XPO5
X25964.12	C1QTNF4
X25967.34	TIMP1
X2597.8	VEGFA
X2598.9	TNFRSF9
X2599.51	TNFSF9
X2602.2	ANGPT2
X2603.61	CD80
X2605.49	TNFRSF8
X2607.54	CRLF1|CLCF1
X2609.59	CST3
X2611.72	TYRO3
X2612.5	EIF5
X2614.28	EFNA4
X2615.60	EFNA5
X2616.23	ERBB2
X2617.56	ERBB3
X2618.10	ERBB4
X2619.72	TACSTD2
X2620.4	IL6ST
X2622.18	HMOX2
X2625.53	HSP90AA1
X2630.12	IL1RAP
X2631.50	IL10RB
X2632.5	IL12RB1
X2633.52	IL13RA1
X2634.2	IL2RG
X2635.61	LAYN
X2637.77	MRC1
X2638.12	CSF1R
X2640.3	MST1R
X2642.4	PAFAH1B2
X2644.11	PRKCA
X2645.54	PRKCZ
X2647.66	GDI2
X2649.77	ICAM3
X2652.15	PLAUR
X2654.19	TNFRSF1A
X2658.27	NTRK3
X2665.26	TNFRSF17
X2666.53	DCN
X2668.70	CAPN1|CAPNS1
X2670.67	CKM
X2677.1	EGFR
X2681.23	HGF
X2682.68	HSPD1
X2683.1	C3
X2685.21	IGFBP5
X2686.67	IGFBP6
X2687.2	MIA
X2692.74	PLA2G2A
X2693.20	OSM
X2695.25	PECAM1
X2696.87	PSPN
X2700.56	PROS1
X2704.74	TNFRSF13B
X2705.5	CCL25
X2706.69	SERPINA7
X2708.54	TNFSF18
X2711.6	CNTFR
X2714.78	AIMP1
X2715.25	EPOR
X2719.3	CSF3R
X2723.9	IL37
X2728.62	TNC
X2730.58	MICA
X2731.29	POR
X2732.58	NANOG
X2734.49	NCR2
X2737.22	CCN3
X2742.68	SIGLEC7
X2743.5	SHH
X2744.57	IGHG1
X2746.56	CRLF2
X2747.3	ULBP3
X2748.3	INHBA
X2750.3	APOA1
X2751.16	AZU1
X2752.62	GDF5
X2753.2	C1QA|C1QB|C1QC
X2754.50	C3
X2755.8	C3
X2760.2	FAM107A
X2761.49	FGF18
X2762.30	FGF19
X2763.66	FGF20
X2765.4	GDF11|MSTN
X2768.56	HPX
X2769.3	rev
X2770.51	CCL1
X2771.35	IGFBP1
X2773.50	IL10
X2774.10	IL16
X2775.54	IL17F
X2778.10	IL22
X2780.35	LTF
X2781.63	CCL4L1
X2783.18	CCL3L1
X2785.15	CCL8
X2788.55	MMP3
X2789.26	MMP7
X2790.54	PPBP
X2794.60	SOD1
X2796.62	FGA|FGB|FGG
X2797.56	APOB
X2805.6	ACE2
X2806.49	ACVR1B
X2809.25	ADAMTS4
X2811.27	ANGPT1
X2813.11	AGRP
X2816.50	BCAM
X2822.56	ADGRE5
X2823.7	COMMD7
X2826.53	EDA
X2827.23	CX3CL1
X2828.82	SPINT1
X2829.19	IL27|EBI3
X2831.29	KLK11
X2833.20	KLK4
X2834.54	KLK8
X2835.1	XRCC6
X2836.68	LCN2
X2837.3	MET
X2838.53	MMP17
X2839.2	TNFSF4
X2841.13	FRZB
X2843.13	SPINT2
X2844.53	TIE1
X2848.2	WIF1
X2849.49	AIF1
X2851.63	C5
X2853.68	CHEK1
X2855.49	MAPK3
X2857.70	NR3C1
X2858.29	HAT1
X2859.69	HDAC8
X2860.19	KPNA2
X2864.2	MAP2K1
X2867.52	AKT1
X2869.68	PRKCD
X2870.29	RAC1
X2871.73	RAD51
X2875.15	TBP
X2876.74	TOP1
X2877.3	UBE2I
X2878.66	YES1
X2879.9	SERPINA3
X2888.49	C7
X2889.37	CTF1
X2890.59	CCL28
X2891.1	CD22
X2900.53	CCL14
X2906.55	IL4
X2911.27	MDK
X2913.1	CCL23
X2915.6	PCNA
X2917.3	TNFSF11
X2925.9	SERPINE1
X2937.10	APOE
X2938.55	APOE
X2939.10	ARTN
X2942.50	CYCS
X2943.5	CYP3A4
X2944.66	NBL1
X2946.52	CFD
X2948.58	GHR
X2949.6	PLA2G10
X2950.57	IGFBP4
X2952.75	IGF1
X2953.31	CGA|LHB
X2954.56	MMP8
X2960.66	CFP
X2961.1	PROC
X2962.50	PTHLH
X2966.65	CLEC11A
X2967.8	VCAM1
X2968.61	TNFSF15
X2969.11	ACVRL1
X2970.60	AREG
X2972.57	BMP7
X2973.15	CD36
X2974.61	CNTN1
X2975.19	CCN2
X2977.7	EDAR
X2979.8	CXCL5
X2981.9	ESAM
X2982.82	LGALS4
X2986.49	CXCL3
X2987.37	H1-2
X2989.17	IFNG
X2991.9	IL1R1
X2992.59	IL17RA
X2993.1	IL18RAP
X2994.71	IL1RL2
X2997.8	JAM2
X2998.53	JAM3
X2999.6	LSAMP
X3000.66	MBL2
X3003.29	NCR3
X3004.67	PDCD1LG2
X3005.5	PTPN1
X3007.7	SIGLEC9
X3009.3	TGFBR3
X3010.53	TSLP
X3022.4	CTLA4
X3024.18	SERPINF2
X3025.50	FGF2
X3026.5	CAST
X3028.36	CCL23
X3029.52	CD209
X3030.3	CLEC4M
X3032.11	CGA|FSHB
X3033.57	LGALS2
X3034.1	GFAP
X3035.80	IL19
X3037.62	IL1B
X3038.9	CXCL11
X3040.59	CCL3
X3041.55	MRC2
X3042.7	MB
X3043.49	SPARC
X3044.3	CCL18
X3045.72	PTN
X3046.31	RETN
X3049.61	PRSS1
X3050.7	VWF
X3052.8	FASLG
X3053.49	FLT3LG
X3054.3	HP
X3055.54	IL4R
X3056.11	KLRK1
X3059.50	TNFSF13B
X3060.43	C9
X3065.65	FGF5
X3066.12	LGALS3
X3067.67	GDF9
X3069.52	IGHM
X3070.1	IL2
X3072.4	IL13
X3073.51	IL18BP
X3074.6	LBP
X3077.66	F10
X3078.1	PGF
X3079.62	RARRES2
X3081.70	ULBP1
X3082.9	ULBP2
X3083.71	EDA2R
X3091.70	AURKA
X3115.64	MAPK1
X3122.6	DIABLO
X3132.1	VEGFC
X3143.3	CD4
X3148.49	CXCL2
X3151.6	IL2RA
X3152.57	TNFRSF1B
X3166.92	CD33
X3168.8	ADAMTS5
X3169.70	IDUA
X3170.6	METAP2
X3171.57	APP
X3172.28	ARSB
X3173.49	NAAA
X3175.51	ADAMTS13
X3177.49	CA4
X3178.5	CTSC
X3179.51	CTSA
X3181.50	CTSS
X3182.38	ENTPD1
X3184.25	F7
X3186.2	C2
X3187.52	CRISP3
X3189.61	TMPRSS15
X3191.50	WFIKKN1
X3192.3	CNDP2
X3194.36	GP6
X3195.50	GNLY
X3196.6	HAPLN1
X3197.70	IDE
X3198.4	IDS
X3200.49	KLK13
X3202.28	KREMEN2
X3204.2	LTA4H
X3208.2	MATN3
X3209.69	MEPE
X3210.1	METAP1
X3212.30	ASAH2
X3214.3	NRP1
X3216.2	PIGR
X3217.74	SERPINE2
X3218.8	FOLH1
X3220.40	RET
X3221.54	SFRP1
X3222.11	SEMA3A
X3232.28	ACP5
X3234.23	CCDC80
X3235.50	WFIKKN2
X3236.12	GSK3B
X3280.49	ACAN
X3283.21	TGFBI
X3284.75	BGN
X3285.23	C1R
X3289.19	CA10
X3290.50	CD109
X3291.30	FCER2
X3292.75	CD48
X3293.2	CD5L
X3294.55	CFC1
X3296.92	CNTN2
X3298.52	CNTN4
X3299.29	CNTN5
X3302.58	CST7
X3303.23	CST6
X3305.6	DLL4
X3310.62	FCGR2B
X3311.27	FCGR3B
X3312.64	FCGR1A
X3313.21	FCN2
X3314.74	GFRA1
X3315.15	GPC2
X3316.58	SERPIND1
X3317.33	HTRA2
X3320.49	IGFBP7
X3321.2	IL24
X3322.52	LRIG3
X3323.37	LRP8
X3324.51	LY9
X3325.2	MATN2
X3326.58	CADM1
X3327.27	NTN4
X3329.14	PGLYRP1
X3331.8	RGMB
X3332.57	HJV
X3336.50	TFPI
X3339.33	THBS2
X3340.53	THBS4
X3341.33	ABL1
X3342.76	ABL2
X3343.1	ACY1
X3344.60	SERPINC1
X3346.72	AURKB
X3347.9	GRK2
X3348.49	BMP1
X3350.53	CAMK2A
X3351.1	CAMK2B
X3352.80	CA6
X3356.50	CA7
X3357.67	CDK2|CCNA2
X3358.51	CDK5|CDK5R1
X3359.11	CDK8|CCNC
X3360.50	CHEK2
X3361.26	CD207
X3362.61	CHRDL1
X3363.31	CSK
X3364.76	CTSV
X3365.7	DKK4
X3366.51	ECM1
X3367.8	FETUB
X3373.5	GZMH
X3374.49	HCK
X3376.49	IL17RD
X3379.29	PRKCI
X3381.24	LYN
X3387.1	PAK3
X3388.58	PAK5
X3390.72	PIK3CA|PIK3R1
X3391.10	PIK3CG
X3392.68	AKT3
X3394.81	PLK1
X3396.54	REN
X3397.7	PTPN11
X3399.31	STAB2
X3400.49	TBK1
X3401.8	PTPN2
X3403.1	TPSB2
X3404.51	TPSG1
X3405.6	UFC1
X3412.7	BCL2
X3413.50	BCL2A1
X3414.40	BMX
X3415.61	IBSP
X3416.2	BTK
X3418.12	CAMK1D
X3419.49	CAMK2D
X3420.21	CA13
X3421.54	TNFSF8
X3422.4	CDK1|CCNB1
X3423.59	CMA1
X3427.63	CSNK2A1
X3431.54	EPHA1
X3432.21	EPHA3
X3434.34	FN1
X3435.53	FN1
X3437.80	FLT3
X3438.10	FSTL3
X3440.7	GZMA
X3441.64	GSK3A
X3445.53	IL15RA
X3446.7	IL18R1
