Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X9077.10	ENSG00000198162	MAN1A2	117367449	117528872	1	9077-10	3	SL018812	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	MA1A2	O60476	10905	MAN1A2	S2	1	protein_coding
X9078.207	ENSG00000172164	SNTB1	120535745	120813273	8	9078-207	3	SL011219	Beta-1-syntrophin	SNTB1	Q13884	6641	SNTB1	S2	-1	protein_coding
X9081.39	ENSG00000115194	SLC30A3	27253684	27275817	2	9081-39	3	SL018842	Zinc transporter 3	ZNT3	Q99726	7781	SLC30A3	S1	-1	protein_coding
X9082.25	ENSG00000101251	SEL1L2	13849247	13996443	20	9082-25	3	SL018786	Protein sel-1 homolog 2	SE1L2	Q5TEA6	80343	SEL1L2	S1	-1	protein_coding
X9083.35	ENSG00000198053	SIRPA	1894167	1940592	20	9083-35	3	SL008967	Tyrosine-protein phosphatase non-receptor type substrate 1	SHPS1	P78324	140885	SIRPA	S1	1	protein_coding
X9086.95	ENSG00000124939	SCGB2A1	62208673	62213943	11	9086-95	3	SL001973	Mammaglobin-B	Mammaglobin 2	O75556	4246	SCGB2A1	S2	1	protein_coding
X9087.8	ENSG00000188811	NHLRC3	39038306	39050109	13	9087-8	3	SL018837	NHL repeat-containing protein 3	NHLC3	Q5JS37	387921	NHLRC3	S1	1	protein_coding
X9089.77	ENSG00000154118	JPH3	87601835	87698156	16	9089-77	3	SL015106	Junctophilin-3	JPH3	Q8WXH2	57338	JPH3	S1	1	protein_coding
X9090.9	ENSG00000102362	SYTL4	100671783	100732123	X	9090-9	3	SL025997	Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1	SYTL4:C2 1	Q96C24	94121	SYTL4	S2	-1	protein_coding
X9092.33	ENSG00000116194	ANGPTL1	178849535	178871077	1	9092-33	3	SL025791	Angiopoietin-related protein 1:N-term	ANGL1:N-term	O95841	9068	ANGPTL1	S1	-1	protein_coding
X9094.5	ENSG00000198178	CLEC4C	7724646	7751620	12	9094-5	3	SL018818	C-type lectin domain family 4 member C	CLC4C	Q8WTT0	170482	CLEC4C	S1	-1	protein_coding
X9095.5	ENSG00000066855	MTFR1	65644734	65771261	8	9095-5	3	SL005408	Mitochondrial fission regulator 1	MTFR1	Q15390	9650	MTFR1	S1	1	protein_coding
X9096.80	ENSG00000118308	IRAG2	25004342	25108335	12	9096-80	3	SL018605	Lymphoid-restricted membrane protein	LRMP	Q12912	4033	IRAG2	S1	1	protein_coding
X9097.5	ENSG00000116299	ELAPOR1	109113679	109206781	1	9097-5	3	SL025902	UPF0577 protein KIAA1324:Cytoplasmic domain	K1324:CD	Q6UXG2	57535	ELAPOR1	S1	1	protein_coding
X9099.19	ENSG00000129990	SYT5	55171196	55180289	19	9099-19	3	SL014571	Synaptotagmin-5	SYT5	O00445	6861	SYT5	S2	-1	protein_coding
X9100.32	ENSG00000178776	C5orf46	147880726	147906538	5	9100-32	3	SL018829	Uncharacterized protein C5orf46	CE046	Q6UWT4	389336	C5orf46	S1	-1	protein_coding
X9102.28	ENSG00000155256	ZFYVE27	97737121	97760907	10	9102-28	3	SL026027	Protrudin:Cytoplasmic domain, region 2, isoform 5	ZFY27:CD region 2	Q5T4F4	118813	ZFYVE27	S1	1	protein_coding
X9106.87	ENSG00000183060	LYSMD4	99715697	99733561	15	9106-87	3	SL018787	LysM and putative peptidoglycan-binding domain-containing protein 4	LYSM4	Q5XG99	145748	LYSMD4	S1	-1	protein_coding
X9107.59	ENSG00000170632	ARMC10	103074881	103099759	7	9107-59	3	SL018807	Armadillo repeat-containing protein 10	ARM10	Q8N2F6	83787	ARMC10	S1	1	protein_coding
X9110.2	ENSG00000103528	SYT17	19167971	19268332	16	9110-2	3	SL018850	Synaptotagmin-17	SYT17	Q9BSW7	51760	SYT17	S2	1	protein_coding
X9111.40	ENSG00000092051	JPH4	23568038	23578790	14	9111-40	3	SL018838	Junctophilin-4	JPH4	Q96JJ6	84502	JPH4	S1	-1	protein_coding
X9114.84	ENSG00000177398	UMODL1	42062959	42143453	21	9114-84	3	SL018788	Uromodulin-like 1	UROL1	Q5DID0	89766	UMODL1	S1	1	protein_coding
X9115.78	ENSG00000134028	ADAMDEC1	24384285	24406013	8	9115-78	3	SL008406	ADAM DEC1	ADEC1	O15204	27299	ADAMDEC1	S2	1	protein_coding
X9116.28	ENSG00000188175	HEPACAM2	93188534	93226469	7	9116-28	3	SL025879	HEPACAM family member 2:Isoform 1, Cytoplasmic domain	HECA2:CD	A8MVW5	253012	HEPACAM2	S1	-1	protein_coding
X9117.4	ENSG00000136688	IL36G	112973203	112985658	2	9117-4	3	SL005180	Interleukin-36 gamma	IL-1F9	Q9NZH8	56300	IL36G	S1	1	protein_coding
X9118.7	ENSG00000146005	PSD2	139795808	139844466	5	9118-7	3	SL018816	PH and SEC7 domain-containing protein 2	PSD2	Q9BQI7	84249	PSD2	S1	1	protein_coding
X9121.28	ENSG00000176920	FUT2	48695971	48705951	19	9121-28	3	SL018813	Galactoside 2-alpha-L-fucosyltransferase 2	FUT2	Q10981	2524	FUT2	S1	1	protein_coding
X9123.18	ENSG00000099625	CBARP	1228287	1238027	19	9123-18	3	SL018808	Protein Dos	DOS	Q8N350	255057	CBARP	S1	-1	protein_coding
X9125.23	ENSG00000127241	MASP1	187217282	187291980	3	9125-23	3	SL025930	Mannan-binding lectin serine protease 1:Sushi 1 and Sushi 2	MASP3:Sushi 1 and Sushi 2	P48740	5648	MASP1	S2	-1	protein_coding
X9126.171	ENSG00000111696	NT5DC3	103770453	103841234	12	9126-171	3	SL018814	5'-nucleotidase domain-containing protein 3	NT5D3	Q86UY8	51559	NT5DC3	S2	-1	protein_coding
X9127.4	ENSG00000170615	SLC26A5	103352730	103446207	7	9127-4	3	SL018840	Prestin	S26A5	P58743	375611	SLC26A5	S1	-1	protein_coding
X9128.34	ENSG00000125848	FLRT3	14322985	14337614	20	9128-34	3	SL025864	Leucine-rich repeat transmembrane protein FLRT3:Cytoplasmic domain	FLRT3:CD	Q9NZU0	23767	FLRT3	S1	-1	protein_coding
X9168.31	ENSG00000006606	CCL26	75769533	75789896	7	9168-31	3	SL003170	C-C motif chemokine 26	Eotaxin-3	Q9Y258	10344	CCL26	S1	-1	protein_coding
X9169.14	ENSG00000184900	SUMO3	44805617	44818779	21	9169-14	3	SL018938	Small ubiquitin-related modifier 3	SUMO3	P55854	6612	SUMO3	S2	-1	protein_coding
X9170.24	ENSG00000112115	IL17A	52186375	52190638	6	9170-24	3	SL001713	Interleukin-17A	IL-17	Q16552	3605	IL17A	S1	1	protein_coding
X9171.11	ENSG00000129170	CSRP3	19182030	19210571	11	9171-11	3	SL016969	Cysteine and glycine-rich protein 3	CSRP3	P50461	8048	CSRP3	S2	-1	protein_coding
X9172.69	ENSG00000118113	MMP8	102711796	102727050	11	9172-69	3	SL000526	Neutrophil collagenase	MMP-8	P22894	4317	MMP8	S2	-1	protein_coding
X9173.21	ENSG00000079739	PGM1	63593411	63660245	1	9173-21	3	SL008094	Phosphoglucomutase-1	PGM1	P36871	5236	PGM1	S1	1	protein_coding
X9175.48	ENSG00000171587	DSCAM	40010999	40847158	21	9175-48	3	SL018891	Down syndrome cell adhesion molecule	DSCAM	O60469	1826	DSCAM	S2	-1	protein_coding
X9176.3	ENSG00000185499	MUC1	155185824	155192916	1	9176-3	3	SL025934	Mucin-1:region 2	MUC1:region 2	P15941	4582	MUC1	S2	-1	protein_coding
X9177.6	ENSG00000183844	FAM3B	41304212	41357727	21	9177-6	3	SL007306	Protein FAM3B	FAM3B	P58499	54097	FAM3B	S2	1	protein_coding
X9178.30	ENSG00000157168	NRG1	31639222	32855666	8	9178-30	3	SL004297	Neuregulin-1	NEUREGULIN-1	Q02297	3084	NRG1	S1	1	protein_coding
X9180.6	ENSG00000159128	IFNGR2	33403413	33479348	21	9180-6	3	SL025891	Interferon gamma receptor 2:Extracellular domain	INGR2:ECD	P38484	3460	IFNGR2	S1	1	protein_coding
X9182.3	ENSG00000123384	LRP1	57128483	57213361	12	9182-3	3	SL025988	Low-density lipoprotein receptor-related protein 1, soluble:Extracellular domain, LDL receptor class A domains 11-20	sLRP1:ECD	Q07954	4035	LRP1	S2	1	protein_coding
X9183.7	ENSG00000142166	IFNAR1	33324387	33359864	21	9183-7	3	SL004475	Interferon alpha/beta receptor 1	IFN-a/b R1	P17181	3454	IFNAR1	S2	1	protein_coding
X9185.15	ENSG00000160182	TFF1	42362282	42366535	21	9185-15	3	SL008591	Trefoil factor 1	TFF1	P04155	7031	TFF1	S2	-1	protein_coding
X9187.2	ENSG00000205581	HMGN1	39342315	39349647	21	9187-2	3	SL013165	Non-histone chromosomal protein HMG-14	HMGN1	P05114	3150	HMGN1	S2	-1	protein_coding
X9188.119	ENSG00000138755	CXCL9	76001275	76007509	4	9188-119	3	SL003188	C-X-C motif chemokine 9	MIG	Q07325	4283	CXCL9	S2	-1	protein_coding
X9190.7	ENSG00000135404	CD63	55725323	55729707	12	9190-7	3	SL008837	CD63 antigen	CD63	P08962	967	CD63	S2	-1	protein_coding
X9191.8	ENSG00000160181	TFF2	42346357	42350997	21	9191-8	3	SL002602	Trefoil factor 2	Trefoil factor 2	Q03403	7032	TFF2	S2	-1	protein_coding
X9196.8	ENSG00000178934	LGALS7B	38789200	38791754	19	9196-8	3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	S2	1	protein_coding
X9197.4	ENSG00000168961	LGALS9	27629798	27649560	17	9197-4	3	SL008486	Galectin-9	LEG9	O00182	3965	LGALS9	S2	1	protein_coding
X9199.6	ENSG00000184787	UBE2G2	44768580	44801826	21	9199-6	3	SL018946	Ubiquitin-conjugating enzyme E2 G2	UB2G2	P60604	7327	UBE2G2	S2	-1	protein_coding
X9201.13	ENSG00000158710	TAGLN2	159918107	159925507	1	9201-13	3	SL004811	Transgelin-2	Transgelin-2	P37802	8407	TAGLN2	S2	-1	protein_coding
X9202.309	ENSG00000241837	ATP5PO	33903453	33915814	21	9202-309	3	SL008113	ATP synthase subunit O, mitochondrial	ATPO	P48047	539	ATP5PO	S2	-1	protein_coding
X9204.33	ENSG00000115138	POMC	25160853	25168903	2	9204-33	3	SL009210	Pro-opiomelanocortin	Corticotropin-lipotropin	P01189	5443	POMC	S2	-1	protein_coding
X9207.60	ENSG00000205758	CRYZL1	33589341	33643926	21	9207-60	3	SL018887	Quinone oxidoreductase-like protein 1	QORL1	O95825	9946	CRYZL1	S2	-1	protein_coding
X9211.19	ENSG00000132386	SERPINF1	1762029	1777565	17	9211-19	3	SL003066	Pigment epithelium-derived factor	PEDF	P36955	5176	SERPINF1	S3	1	protein_coding
X9212.22	ENSG00000174080	CTSF	66563464	66568879	11	9212-22	3	SL008381	Cathepsin F	CATF	Q9UBX1	8722	CTSF	S2	-1	protein_coding
X9213.24	ENSG00000160282	FTCD	46136160	46155579	21	9213-24	3	SL018900	Formimidoyltransferase-cyclodeaminase	FTCD	O95954	10841	FTCD	S1	-1	protein_coding
X9215.117	ENSG00000155313	USP25	15729982	15880064	21	9215-117	3	SL018947	Ubiquitin carboxyl-terminal hydrolase 25	UBP25	Q9UHP3	29761	USP25	S2	1	protein_coding
X9216.100	ENSG00000196576	PLXNB2	50274979	50307646	22	9216-100	3	SL009948	Plexin-B2	PLXB2	O15031	23654	PLXNB2	S2	-1	protein_coding
X9218.7	ENSG00000026103	FAS	88953813	89029605	10	9218-7	3	SL002731	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	P25445	355	FAS	S1	1	protein_coding
X9219.70	ENSG00000117691	NENF	212432920	212446379	1	9219-70	3	SL008376	Neudesin	NENF	Q9UMX5	29937	NENF	S1	1	protein_coding
X9220.7	ENSG00000182580	EPHB3	184561785	184582408	3	9220-7	3	SL008895	Ephrin type-B receptor 3	EPHB3	P54753	2049	EPHB3	S1	1	protein_coding
X9221.6	ENSG00000198885	ITPRIPL1	96325317	96330517	2	9221-6	3	SL017093	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1	IPIL1	Q6GPH6	150771	ITPRIPL1	S2	1	protein_coding
X9223.11	ENSG00000145050	MANF	51385291	51389397	3	9223-11	3	SL011204	Mesencephalic astrocyte-derived neurotrophic factor	ARMET	P55145	7873	MANF	S2	1	protein_coding
X9224.20	ENSG00000113494	PRLR	35048756	35230487	5	9224-20	3	SL005212	Prolactin receptor	Prolactin Receptor	P16471	5618	PRLR	S1	-1	protein_coding
X9226.6	ENSG00000168591	TMUB2	44186970	44191929	17	9226-6	3	SL017112	Transmembrane and ubiquitin-like domain-containing protein 2	TMUB2	Q71RG4	79089	TMUB2	S1	1	protein_coding
X9227.15	ENSG00000188389	PDCD1	241849884	241858894	2	9227-15	3	SL005211	Programmed cell death protein 1	PD-1	Q15116	5133	PDCD1	S2	-1	protein_coding
X9229.9	ENSG00000141086	CTRL	67927640	67932365	16	9229-9	3	SL012433	Chymotrypsin-like protease CTRL-1	CTRL	P40313	1506	CTRL	S2	-1	protein_coding
X9231.23	ENSG00000104331	BPNT2	56957931	56993867	8	9231-23	3	SL017105	Inositol monophosphatase 3	IMPA3	Q9NX62	54928	BPNT2	S2	-1	protein_coding
X9232.1	ENSG00000154133	ROBO4	124883691	124898500	11	9232-1	3	SL008763	Roundabout homolog 4	ROBO4	Q8WZ75	54538	ROBO4	S2	-1	protein_coding
X9233.71	ENSG00000105825	TFPI2	93885396	93890753	7	9233-71	3	SL004468	Tissue factor pathway inhibitor 2	TFPI -2	P48307	7980	TFPI2	S2	-1	protein_coding
X9234.8	ENSG00000128791	TWSG1	9334767	9402420	18	9234-8	3	SL009021	Twisted gastrulation protein homolog 1	TWSG1	Q9GZX9	57045	TWSG1	S2	1	protein_coding
X9235.3	ENSG00000161381	PLXDC1	39063313	39154394	17	9235-3	3	SL007521	Plexin domain-containing protein 1	PXDC1	Q8IUK5	57125	PLXDC1	S2	-1	protein_coding
X9237.54	ENSG00000134575	ACP2	47239302	47248906	11	9237-54	3	SL005390	Lysosomal acid phosphatase	Lysosomal acid phosphatase	P11117	53	ACP2	S2	-1	protein_coding
X9241.40	ENSG00000089012	SIRPG	1629152	1657779	20	9241-40	3	SL014290	Signal-regulatory protein gamma	SIRPG	Q9P1W8	55423	SIRPG	S1	-1	protein_coding
X9242.11	ENSG00000174808	BTC	74744759	74794523	4	9242-11	3	SL000137	Betacellulin	BTC	P35070	685	BTC	S2	-1	protein_coding
X9243.10	ENSG00000144214	LYG1	99284238	99304742	2	9243-10	3	SL012687	Lysozyme g-like protein 1	LYG1	Q8N1E2	129530	LYG1	S2	-1	protein_coding
X9244.27	ENSG00000131238	PPT1	40072710	40097260	1	9244-27	3	SL012440	Palmitoyl-protein thioesterase 1	PPT1	P50897	5538	PPT1	S2	-1	protein_coding
X9245.1	ENSG00000189013	KIR2DL4	54803610	54814517	19	9245-1	3	SL012698	Killer cell immunoglobulin-like receptor 2DL4	KI2L4	Q99706	3805	KIR2DL4	S1	1	protein_coding
X9248.36	ENSG00000074842	MYDGF	4641374	4670362	19	9248-36	3	SL008272	Myeloid-derived growth factor	CS010	Q969H8	56005	MYDGF	S1	-1	protein_coding
X9249.17	ENSG00000116857	TMEM9	201134772	201171574	1	9249-17	3	SL026008	Transmembrane protein 9:Extracellular domain	TMEM9:ECD	Q9P0T7	252839	TMEM9	S2	-1	protein_coding
X9250.87	ENSG00000206047	DEFA1	6977649	6980092	8	9250-87	3	SL004526	Neutrophil defensin 1	HNP-1	P59665	1667	DEFA1	S2	-1	protein_coding
X9251.28	ENSG00000013288	MAN2B2	6575189	6623362	4	9251-28	3	SL008960	Epididymis-specific alpha-mannosidase	MA2B2	Q9Y2E5	23324	MAN2B2	S2	1	protein_coding
X9253.52	ENSG00000175164	ABO	133233278	133276024	9	9253-52	3	SL017264	Histo-blood group ABO system transferase	BGAT	P16442	28	ABO	S2	-1	protein_coding
X9254.18	ENSG00000179639	FCER1A	159289714	159308224	1	9254-18	3	SL007113	High affinity immunoglobulin epsilon receptor subunit alpha	FCERA	P12319	2205	FCER1A	S2	1	protein_coding
X9255.5	ENSG00000124391	IL17C	88638572	88640468	16	9255-5	3	SL005175	Interleukin-17C	IL-17C	Q9P0M4	27189	IL17C	S1	1	protein_coding
X9256.78	ENSG00000171246	NPTX1	80466834	80477843	17	9256-78	3	SL012506	Neuronal pentraxin-1	NPTX1	Q15818	4884	NPTX1	S2	-1	protein_coding
X9257.14	ENSG00000136463	TACO1	63600882	63608365	17	9257-14	3	SL017256	Translational activator of cytochrome c oxidase 1	TACO1	Q9BSH4	51204	TACO1	S1	1	protein_coding
X9259.35	ENSG00000146072	TNFRSF21	47231532	47309905	6	9259-35	3	SL004871	Tumor necrosis factor receptor superfamily member 21	DR6	O75509	27242	TNFRSF21	S2	-1	protein_coding
X9261.14	ENSG00000106123	EPHB6	142855061	142871094	7	9261-14	3	SL008414	Ephrin type-B receptor 6	EphB6	O15197	2051	EPHB6	S2	1	protein_coding
X9263.57	ENSG00000110013	SIAE	124633113	124695707	11	9263-57	3	SL008488	Sialate O-acetylesterase	SIAE	Q9HAT2	54414	SIAE	S2	-1	protein_coding
X9264.11	ENSG00000256043	CTSO	155921580	155953912	4	9264-11	3	SL017119	Cathepsin O	CATO	P43234	1519	CTSO	S2	-1	protein_coding
X9265.10	ENSG00000139278	GLIPR1	75480753	75503863	12	9265-10	3	SL017117	Glioma pathogenesis-related protein 1	GLIP1	P48060	11010	GLIPR1	S1	1	protein_coding
X9266.1	ENSG00000124731	TREM1	41267100	41286682	6	9266-1	3	SL004968	Triggering receptor expressed on myeloid cells 1	sTREM-1	Q9NP99	54210	TREM1	S2	-1	protein_coding
X9267.2	ENSG00000128510	CPA4	130293134	130324180	7	9267-2	3	SL012862	Carboxypeptidase A4	CBPA4	Q9UI42	51200	CPA4	S2	1	protein_coding
X9269.7	ENSG00000169814	BTD	15601341	15722311	3	9269-7	3	SL000303	Biotinidase	Biotinidase	P43251	686	BTD	S3	1	protein_coding
X9271.101	ENSG00000167323	STIM1	3854527	4093210	11	9271-101	3	SL025994	Stromal interaction molecule 1:Extracellular domain	STIM1:ECD	Q13586	6786	STIM1	S1	1	protein_coding
X9275.2	ENSG00000268500	SIGLEC5	51610948	51630401	19	9275-2	3	SL005216	Sialic acid-binding Ig-like lectin 5	Siglec-5	O15389	8778	SIGLEC5	S2	-1	protein_coding
X9276.7	ENSG00000158516	CPA2	130266863	130289798	7	9276-7	3	SL009343	Carboxypeptidase A2	CBPA2	P48052	1358	CPA2	S1	1	protein_coding
X9277.16	ENSG00000172016	REG3A	79157003	79159753	2	9277-16	3	SL002648	Regenerating islet-derived protein 3-alpha	PAP1	Q06141	5068	REG3A	S2	-1	protein_coding
X9278.9	ENSG00000107562	CXCL12	44370165	44386493	10	9278-9	3	SL004712	Stromal cell-derived factor 1	SDF-1	P48061	6387	CXCL12	S2	-1	protein_coding
X9279.7	ENSG00000144847	IGSF11	118900557	119146068	3	9279-7	3	SL025884	Immunoglobulin superfamily member 11:Extracellular domain	IGS11:ECD	Q5DX21	152404	IGSF11	S1	-1	protein_coding
X9282.12	ENSG00000124490	CRISP2	49692358	49713590	6	9282-12	3	SL009427	Cysteine-rich secretory protein 2	CRIS2	P16562	7180	CRISP2	S2	-1	protein_coding
X9283.8	ENSG00000026508	CD44	35138882	35232402	11	9283-8	3	SL000135	CD44 antigen	CD44	P16070	960	CD44	S2	1	protein_coding
X9284.25	ENSG00000106483	SFRP4	37905932	38025695	7	9284-25	3	SL008544	Secreted frizzled-related protein 4	SFRP4	Q6FHJ7	6424	SFRP4	S2	-1	protein_coding
X9287.6	ENSG00000116096	SPR	72887382	72892158	2	9287-6	3	SL008541	Sepiapterin reductase	SPRE	P35270	6697	SPR	S1	1	protein_coding
X9288.7	ENSG00000079150	FKBP7	178463664	178478600	2	9288-7	3	SL017255	Peptidyl-prolyl cis-trans isomerase FKBP7	FKBP7	Q9Y680	51661	FKBP7	S2	-1	protein_coding
X9290.8	ENSG00000137824	RMDN3	40735884	40755851	15	9290-8	3	SL017122	Regulator of microtubule dynamics protein 3	RMD3	Q96TC7	55177	RMDN3	S1	-1	protein_coding
X9294.45	ENSG00000117122	MFAP2	16974502	16980632	1	9294-45	3	SL012443	Microfibrillar-associated protein 2	MFAP2	P55001	4237	MFAP2	S2	-1	protein_coding
X9296.15	ENSG00000153707	PTPRD	8314246	10613002	9	9296-15	3	SL008499	Receptor-type tyrosine-protein phosphatase delta	PTPRD	P23468	5789	PTPRD	S2	-1	protein_coding
X9297.12	ENSG00000177191	B3GNT8	41425359	41428730	19	9297-12	3	SL012644	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GN8	Q7Z7M8	374907	B3GNT8	S2	-1	protein_coding
X9300.13	ENSG00000110400	NECTIN1	119623408	119729200	11	9300-13	3	SL025941	Nectin-1, isoform gamma:Extracellular domain	nectin-1 gamma:ECD	Q15223	5818	NECTIN1	S1	-1	protein_coding
X9302.90	ENSG00000179271	GADD45GIP1	12953119	12957223	19	9302-90	3	SL012725	Growth arrest and DNA damage-inducible proteins-interacting protein 1	G45IP	Q8TAE8	90480	GADD45GIP1	S1	-1	protein_coding
X9303.9	ENSG00000160223	ICOSLG	44215382	44241446	21	9303-9	3	SL004853	ICOS ligand	B7-H2	O75144	23308	ICOSLG	S2	-1	protein_coding
X9305.89	ENSG00000159128	IFNGR2	33403413	33479348	21	9305-89	3	SL025891	Interferon gamma receptor 2:Extracellular domain	INGR2:ECD	P38484	3460	IFNGR2	S1	1	protein_coding
X9306.7	ENSG00000131068	DEFB118	31368601	31373923	20	9306-7	3	SL007604	Beta-defensin 118	DB118	Q96PH6	117285	DEFB118	S1	1	protein_coding
X9310.2	ENSG00000172116	CD8B	86815339	86861924	2	9310-2	3	SL007109	T-cell surface glycoprotein CD8 beta chain	CD8B	P10966	926	CD8B	S2	-1	protein_coding
X9312.8	ENSG00000160862	AZGP1	99966720	99976042	7	9312-8	3	SL005396	Zinc-alpha-2-glycoprotein	AZGP1	P25311	563	AZGP1	S2	-1	protein_coding
X9313.27	ENSG00000102924	CBLN1	49277917	49281838	16	9313-27	3	SL017250	Cerebellin-1	CBLN1	P23435	869	CBLN1	S2	-1	protein_coding
X9314.9	ENSG00000204941	PSG5	43166256	43186536	19	9314-9	3	SL012504	Pregnancy-specific beta-1-glycoprotein 5	PSG5	Q15238	5673	PSG5	S2	-1	protein_coding
X9315.16	ENSG00000090432	MUL1	20499448	20508151	1	9315-16	3	SL025936	Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain	MUL1:MIMD	Q969V5	79594	MUL1	S2	-1	protein_coding
X9316.67	ENSG00000103175	WFDC1	84294846	84329844	16	9316-67	3	SL012843	WAP four-disulfide core domain protein 1	WFDC1	Q9HC57	58189	WFDC1	S2	1	protein_coding
X9317.4	ENSG00000175489	LRRC25	18391137	18397622	19	9317-4	3	SL025916	Leucine-rich repeat-containing protein 25:Extracellular domain	LRC25:ECD	Q8N386	126364	LRRC25	S1	-1	protein_coding
X9319.59	ENSG00000158604	TMED4	44576392	44582287	7	9319-59	3	SL007510	Transmembrane emp24 domain-containing protein 4	TMED4	Q7Z7H5	222068	TMED4	S1	-1	protein_coding
X9321.400	ENSG00000197696	NMB	84655129	84658563	15	9321-400	3	SL007093	Neuromedin-B	NMB	P08949	4828	NMB	S2	-1	protein_coding
X9322.15	ENSG00000049449	RCN1	32091074	32105722	11	9322-15	3	SL009353	Reticulocalbin-1	RCN1	Q15293	5954	RCN1	S2	1	protein_coding
X9326.33	ENSG00000151655	ITIH2	7703316	7749520	10	9326-33	3	SL004711	Inter-alpha-trypsin inhibitor heavy chain H2	ITI heavy chain H2	P19823	3698	ITIH2	S2	1	protein_coding
X9327.3	ENSG00000150551	LYPD1	132643286	132671579	2	9327-3	3	SL009011	Ly6/PLAUR domain-containing protein 1	LYPD1	Q8N2G4	116372	LYPD1	S1	-1	protein_coding
X9328.55	ENSG00000204516	MICB	31494881	31511124	6	9328-55	3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	S2	1	protein_coding
X9329.28	ENSG00000161911	TREML1	41149337	41154347	6	9329-28	3	SL026019	Trem-like transcript 1 protein:Extracellular domain, Ig-like V-type domain	TRML1:ECD	Q86YW5	340205	TREML1	S1	-1	protein_coding
X9332.6	ENSG00000205884	DEFB136	11973937	11974599	8	9332-6	3	SL012523	Beta-defensin 136	DB136	Q30KP8	613210	DEFB136	S1	-1	protein_coding
X9333.59	ENSG00000139055	ERP27	14914039	14938537	12	9333-59	3	SL017394	Endoplasmic reticulum resident protein 27	ERP27	Q96DN0	121506	ERP27	S1	-1	protein_coding
X9335.28	ENSG00000183668	PSG9	43211791	43269530	19	9335-28	3	SL017397	Pregnancy-specific beta-1-glycoprotein 9	PSG9	Q00887	5678	PSG9	S1	-1	protein_coding
X9337.43	ENSG00000006128	TAC1	97732084	97740472	7	9337-43	3	SL012423	Protachykinin-1	TKN1	P20366	6863	TAC1	S1	1	protein_coding
X9339.204	ENSG00000173486	FKBP2	64241003	64244132	11	9339-204	3	SL008070	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	P26885	2286	FKBP2	S2	1	protein_coding
X9340.17	ENSG00000106080	FKBP14	30010587	30026702	7	9340-17	3	SL017408	Peptidyl-prolyl cis-trans isomerase FKBP14	FKB14	Q9NWM8	55033	FKBP14	S2	-1	protein_coding
X9341.1	ENSG00000170962	PDGFD	103907189	104164379	11	9341-1	3	SL014328	Platelet-derived growth factor D	PDGFD	Q9GZP0	80310	PDGFD	S2	-1	protein_coding
X9343.16	ENSG00000100385	IL2RB	37118666	37175118	22	9343-16	3	SL003306	Interleukin-2 receptor subunit beta	IL-2 sRb	P14784	3560	IL2RB	S1	-1	protein_coding
X9345.436	ENSG00000168634	WFDC13	45702038	45708817	20	9345-436	3	SL012663	WAP four-disulfide core domain protein 13	WFD13	Q8IUB5	164237	WFDC13	S1	1	protein_coding
X9348.1	ENSG00000139178	C1RL	7089587	7109238	12	9348-1	3	SL010648	Complement C1r subcomponent-like protein	C1RL1	Q9NZP8	51279	C1RL	S2	-1	protein_coding
X9350.3	ENSG00000053108	FSTL4	133196455	133612541	5	9350-3	3	SL012577	Follistatin-related protein 4	FSTL4	Q6MZW2	23105	FSTL4	S2	-1	protein_coding
X9352.86	ENSG00000143954	REG3G	79025686	79028505	2	9352-86	3	SL007493	Regenerating islet-derived protein 3-gamma	REG3G	Q6UW15	130120	REG3G	S2	1	protein_coding
X9357.4	ENSG00000143162	CREG1	167529117	167553805	1	9357-4	3	SL008587	Protein CREG1	CREG1	O75629	8804	CREG1	S2	-1	protein_coding
X9359.9	ENSG00000171462	DLK2	43450352	43456632	6	9359-9	3	SL008677	Protein delta homolog 2	EGFL9	Q6UY11	65989	DLK2	S2	-1	protein_coding
X9360.33	ENSG00000164176	EDIL3	83940554	84384880	5	9360-33	3	SL012367	EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3	O43854	10085	EDIL3	S2	-1	protein_coding
X9361.7	ENSG00000243232	PCDHAC2	140966470	141012347	5	9361-7	3	SL017393	Protocadherin alpha-C2	PCDC2	Q9Y5I4	56134	PCDHAC2	S2	1	protein_coding
X9363.11	ENSG00000169551	CT55	135156540	135171398	X	9363-11	3	SL017420	Cancer/testis antigen 55	CX048	Q8WUE5	54967	CT55	S1	-1	protein_coding
X9365.91	ENSG00000188107	EYS	63719980	65707226	6	9365-91	3	SL017443	Protein eyes shut homolog	EYS	Q5T1H1	346007	EYS	S1	-1	protein_coding
